Timestamp,Milliseconds,Angle,Angular Velocity,Sensor 1,Sensor 2,Sensor 3
17:32:48.658763,658763,84.82819612639798,128.76891405011816,[16.44315529  8.81761456 -7.90659237],[13.79783916  6.58858013 -9.42891312],[ 15.42106152   6.96772909 -12.10009193]
17:32:48.662762,662762,85.17657413180774,87.11628042254476,[16.44288826  8.81719303 -7.90304422],[13.79393482  6.59111547 -9.42728043],[ 15.40006733   6.96926498 -12.11331367]
17:32:48.667731,667731,85.15250929309573,4.842994307105552,[16.44158173  8.81856918 -7.90257692],[13.79205227  6.58755064 -9.42682648],[ 15.40147305   6.96065521 -12.109519  ]
17:32:48.671765,671765,85.21738610587221,16.082501927733116,[16.43686867  8.81812286 -7.90797186],[13.78733158  6.58640718 -9.4297514 ],[ 15.39570713   6.9523468  -12.11365986]
17:32:48.675763,675763,85.40055362840624,45.81478802752246,[16.43371391  8.81793499 -7.90934467],[13.78145313  6.58713531 -9.43190289],[ 15.38125515   6.9519906  -12.12463188]
17:32:48.679763,679763,85.19544611468615,51.27687843002349,[16.42837143  8.81891537 -7.9162302 ],[13.7752018   6.58692598 -9.4375782 ],[ 15.38633633   6.94556046 -12.1174221 ]
17:32:48.683764,683764,85.38348996978779,46.99921397191694,[16.42288589  8.82129478 -7.91896629],[13.77062321  6.58880949 -9.43827438],[ 15.37879181   6.93655682 -12.12493038]
17:32:48.687729,687729,85.22128527688422,40.90912809673944,[16.41704941  8.82807446 -7.92149258],[13.76815414  6.58791256 -9.43932629],[ 15.37875175   6.94241428 -12.1193161 ]
17:32:48.692729,692729,85.30311718934445,16.366382492046228,[16.41618538  8.82435131 -7.92346096],[13.76203442  6.59115314 -9.44179726],[ 15.37010574   6.94066811 -12.12425613]
17:32:48.696755,696755,85.38508311258896,20.359146359788987,[16.41652107  8.81975651 -7.92585373],[13.75660801  6.59177113 -9.44611359],[ 15.36240005   6.93798637 -12.1318779 ]
17:32:48.700768,700768,85.43733937029509,13.02174375931563,[16.4134655   8.81621361 -7.9309454 ],[13.75588608  6.59096098 -9.44378185],[ 15.35824299   6.93331432 -12.13552189]
17:32:48.704731,704731,85.39987159858237,9.454396092033047,[16.41312408  8.81470776 -7.93094635],[13.75649548  6.58681393 -9.44459152],[ 15.3568058    6.93511677 -12.13467598]
17:32:48.708762,708762,85.39929830491948,0.1422212014095074,[16.41059685  8.8130827  -7.93165922],[13.75239944  6.59065533 -9.44690418],[ 15.35051727   6.94353342 -12.13759708]
17:32:48.712767,712767,85.29329845029865,26.466880055139423,[16.40303612  8.82146072 -7.93146181],[13.74674702  6.58967686 -9.4528265 ],[ 15.35128117   6.94668961 -12.13525009]
17:32:48.717730,717730,85.2757353000481,3.53881729811655,[16.40255737  8.81739521 -7.93238354],[13.74379063  6.590868   -9.45615864],[ 15.35188484   6.94483662 -12.1354084 ]
17:32:48.721729,721729,85.31235018415636,9.156010029572524,[16.39937973  8.81444836 -7.93722343],[13.74250221  6.59355974 -9.45665932],[ 15.34847927   6.94597101 -12.13990498]
17:32:48.725764,725764,85.35975714600319,11.74893726067708,[16.40033531  8.81527138 -7.92761278],[13.74217224  6.59458113 -9.45668316],[ 15.35177708   6.94761705 -12.13725281]
17:32:48.729754,729754,85.31494916063133,11.230071521769684,[16.39525032  8.81825924 -7.93039322],[13.73998547  6.59524632 -9.45873928],[ 15.35564041   6.94362068 -12.13593864]
17:32:48.733765,733765,85.26819188950039,11.657260316864365,[16.39741898  8.8135643  -7.92952442],[13.73697567  6.59835958 -9.46195221],[ 15.35639763   6.94657516 -12.13576984]
17:32:48.737730,737730,85.22969991779952,9.707937377267156,[16.3949852   8.81014538 -7.93247557],[13.73683643  6.59957695 -9.46366501],[ 15.35745811   6.9498229  -12.13675022]
17:32:48.741775,741775,85.09744448516473,32.696027845437,[16.39105415  8.80636692 -7.93906641],[13.73345947  6.6054554  -9.4676466 ],[ 15.36067677   6.95372915 -12.13485241]
17:32:48.746761,746761,85.05631881742546,8.248228587899264,[16.38673973  8.80947113 -7.9406867 ],[13.73498154  6.60008144 -9.47145462],[ 15.36327648   6.9546833  -12.13594437]
17:32:48.750761,750761,85.05910976492038,0.6977368737288714,[16.38231468  8.8083725  -7.94397402],[13.73613071  6.6050663  -9.46976376],[ 15.3669939    6.95642138 -12.13675499]
17:32:48.754730,754730,84.80700220958525,63.51916234193235,[16.37999153  8.81084156 -7.93942833],[13.73593426  6.60527658 -9.47394848],[ 15.37927246   6.96736956 -12.12733078]
17:32:48.758729,758729,84.7471101769318,14.97675235145064,[16.37774658  8.81346035 -7.9364171 ],[13.73714924  6.60865259 -9.47478294],[ 15.38839054   6.97203159 -12.12494278]
17:32:48.762769,762769,84.56469963149283,45.15112510865582,[16.37431145  8.81280041 -7.93961   ],[13.73617172  6.61227512 -9.47707748],[ 15.3960886    6.98125505 -12.12393761]
17:32:48.766757,766757,84.52351338665058,10.327543842089037,[16.37411499  8.8145237  -7.93650913],[13.73682594  6.61403418 -9.48016357],[ 15.4043293    6.98240805 -12.12182713]
17:32:48.771733,771733,84.28400462750378,48.13278921760475,[16.37234688  8.81236744 -7.93729782],[13.74010849  6.61365986 -9.48138237],[ 15.41415596   6.99515438 -12.11555004]
17:32:48.775289,775289,84.28073171023141,0.920392933737096,[16.37253571  8.81144238 -7.93403101],[13.74098301  6.61772728 -9.48381424],[ 15.4224453    6.99814606 -12.11653996]
17:32:48.779286,779286,83.89384626342364,96.79395716981917,[16.37029076  8.81118679 -7.93522167],[13.74193382  6.62383509 -9.48529911],[ 15.43514061   7.01879549 -12.10387421]
17:32:48.784255,784255,83.69909255534066,39.19374282209391,[16.36908913  8.80797768 -7.9378562 ],[13.74625015  6.62428522 -9.48669338],[ 15.44947147   7.02149868 -12.09663296]
17:32:48.788256,788256,83.57738378482513,30.419587731948283,[16.36817741  8.80739498 -7.93656731],[13.74866581  6.626791   -9.49023151],[ 15.46002483   7.02969551 -12.09384251]
17:32:48.792255,792255,83.25958944706919,79.46845155187336,[16.366539    8.80553818 -7.93717766],[13.75206947  6.63103199 -9.49304676],[ 15.4787693    7.04001379 -12.0809679 ]
17:32:48.796287,796287,83.32984921201654,17.425536941307477,[16.36800766  8.80601692 -7.93267298],[13.75649643  6.63579082 -9.49574184],[ 15.47912216   7.05533504 -12.08471203]
17:32:48.800296,800296,83.16688024297248,40.65077801049103,[16.36607361  8.80705261 -7.93180466],[13.76118851  6.64345455 -9.49554634],[ 15.48837185   7.07536888 -12.07973289]
17:32:48.804818,804818,83.07139144083852,21.11649759707144,[16.36482048  8.80666256 -7.9307127 ],[13.76487255  6.64680624 -9.50046253],[ 15.5031929    7.07813692 -12.07490349]
