EMG_Pod01,EMG_Pod02,EMG_Pod03,EMG_Pod04,EMG_Pod05,EMG_Pod06,EMG_Pod07,EMG_Pod08,Timestamp
5, 1, 0, 0, 1, -3, -6, 0, 2021-08-24 19:17:46.671645
-2, -1, -1, -2, -3, -5, -7, -4, 2021-08-24 19:17:46.671645
2, -1, 0, -1, 1, 6, 5, 4, 2021-08-24 19:17:46.682645
-3, -2, -3, -4, -2, -2, -2, -3, 2021-08-24 19:17:46.682645
0, 1, 0, -1, 0, -1, 0, 2, 2021-08-24 19:17:46.683676
-1, -2, -3, -1, -2, -2, 0, -1, 2021-08-24 19:17:46.683676
0, -3, -3, -2, -2, -6, -3, -2, 2021-08-24 19:17:46.684643
-2, -2, 0, -2, -2, -3, -4, -3, 2021-08-24 19:17:46.684643
-2, 0, -2, -2, -1, 2, 2, 1, 2021-08-24 19:17:46.686671
0, 2, 2, 3, 4, 8, 6, -2, 2021-08-24 19:17:46.686671
-1, 0, 0, -1, -2, -1, -2, 2, 2021-08-24 19:17:46.694676
2, -2, 0, -2, -4, -6, -3, -1, 2021-08-24 19:17:46.694676
-5, -4, -3, -2, -5, -4, -4, -8, 2021-08-24 19:17:46.702642
0, 1, 1, -1, 2, -2, -2, 2, 2021-08-24 19:17:46.702642
-3, -2, -2, -2, -3, -10, -11, -9, 2021-08-24 19:17:46.709639
1, 0, 0, 2, 2, 5, 3, 0, 2021-08-24 19:17:46.709639
-2, -1, 1, 1, 0, 4, 4, 2, 2021-08-24 19:17:46.725671
6, 1, 0, -1, 1, 1, 4, 4, 2021-08-24 19:17:46.725671
1, -1, 0, 0, 1, 2, -1, 1, 2021-08-24 19:17:46.740634
0, -2, -1, -3, -3, -9, -8, -2, 2021-08-24 19:17:46.740634
-5, -2, -1, -1, -2, -5, -6, -3, 2021-08-24 19:17:46.747635
-5, -2, -2, 0, -2, 1, -2, -1, 2021-08-24 19:17:46.747635
3, 2, 0, 0, 2, 3, 3, 3, 2021-08-24 19:17:46.760657
2, 1, -1, 2, 1, 2, 0, 0, 2021-08-24 19:17:46.760657
-2, 0, 1, 1, -3, -4, -1, 0, 2021-08-24 19:17:46.801627
0, -1, -2, -1, -2, -2, -1, -1, 2021-08-24 19:17:46.801627
-1, -3, -2, 0, -1, -1, -1, 1, 2021-08-24 19:17:46.803628
0, 0, -1, 0, 3, 4, 4, -2, 2021-08-24 19:17:46.803841
2, 0, 0, 0, 2, 7, 11, 2, 2021-08-24 19:17:46.805629
-2, -2, -1, -1, -2, -4, -4, -2, 2021-08-24 19:17:46.805629
-2, 0, 0, -2, -3, -8, -15, -6, 2021-08-24 19:17:46.807127
0, 0, -1, -2, -2, 1, 0, 0, 2021-08-24 19:17:46.807127
-4, -2, -3, -2, -2, -2, -2, -1, 2021-08-24 19:17:46.814138
7, 3, -1, 0, 0, 0, 2, 3, 2021-08-24 19:17:46.814138
2, -1, 0, 2, 4, 8, 9, 2, 2021-08-24 19:17:46.820169
1, 0, -1, -1, -1, -4, -4, 0, 2021-08-24 19:17:46.821168
-1, -1, -1, 0, -1, -6, -7, -4, 2021-08-24 19:17:46.828167
-5, -3, 0, -3, -1, -3, -4, -3, 2021-08-24 19:17:46.828167
-1, -1, -2, 1, 0, -2, 0, 1, 2021-08-24 19:17:46.843131
2, 0, 0, 0, 1, 3, 5, 4, 2021-08-24 19:17:46.843131
3, 1, -1, -1, 2, 4, 3, 3, 2021-08-24 19:17:46.850165
-3, -5, -1, -1, -3, -1, -2, -1, 2021-08-24 19:17:46.851131
2, 2, 0, -1, 0, 6, 10, 4, 2021-08-24 19:17:46.874129
-2, -1, 0, 1, -2, -1, -2, -1, 2021-08-24 19:17:46.875127
-5, -3, -1, -2, -5, -12, -15, -7, 2021-08-24 19:17:46.875127
-2, -2, -2, -1, 0, 0, -4, -2, 2021-08-24 19:17:46.875127
