EMG 1,EMG 2,EMG 3,EMG 4,EMG 5,EMG 6,EMG 7,EMG 8,Timestamp
-3,-9,-46,9,1,-3,-3,5,2021-08-04 14:42:21.851795
-5,-2,-22,-30,-5,-3,-2,-5,2021-08-04 14:42:21.851795
5,7,40,6,2,3,2,1,2021-08-04 14:42:21.852795
0,-2,-79,-8,-3,0,1,-1,2021-08-04 14:42:21.853796
2,1,72,19,-1,-4,0,4,2021-08-04 14:42:21.853796
-6,-6,-73,-5,1,-1,-2,-17,2021-08-04 14:42:21.853796
-1,2,-1,-3,-2,-1,-1,4,2021-08-04 14:42:21.854796
0,6,28,1,2,2,0,2,2021-08-04 14:42:21.854796
1,-4,-27,10,0,2,0,-2,2021-08-04 14:42:21.866796
0,-11,-23,24,-4,-5,-4,-12,2021-08-04 14:42:21.866796
-1,12,99,-14,-6,-3,-1,17,2021-08-04 14:42:21.874795
0,-6,-15,20,6,0,-2,-8,2021-08-04 14:42:21.874795
0,2,-5,-47,-3,-2,0,2,2021-08-04 14:42:21.879796
3,-3,43,22,3,2,0,9,2021-08-04 14:42:21.879796
0,-2,-63,4,-2,0,-2,-7,2021-08-04 14:42:21.894796
0,2,-37,-5,-1,0,4,-2,2021-08-04 14:42:21.894796
0,5,50,-1,-1,-2,-3,0,2021-08-04 14:42:21.903795
-2,0,-51,18,3,2,3,5,2021-08-04 14:42:21.904794
-1,-2,29,-29,-1,-3,-1,-16,2021-08-04 14:42:21.909796
-3,-2,3,6,-1,3,-8,2,2021-08-04 14:42:21.909796
-2,0,7,8,1,-2,-4,-8,2021-08-04 14:42:21.925796
1,6,54,-27,-3,-1,-2,2,2021-08-04 14:42:21.925796
-5,-15,-89,10,-1,-1,-2,1,2021-08-04 14:42:21.933795
3,6,86,33,-1,-3,0,1,2021-08-04 14:42:21.933795
0,-3,45,-63,-1,-2,-1,-1,2021-08-04 14:42:21.972795
-2,-3,-35,1,-2,1,-2,-2,2021-08-04 14:42:21.973796
0,9,12,8,2,4,1,-4,2021-08-04 14:42:21.973796
0,-2,15,8,4,3,2,0,2021-08-04 14:42:21.973796
-8,-7,-3,10,-2,-2,-5,-16,2021-08-04 14:42:21.974796
2,-5,-74,-39,-1,-2,8,0,2021-08-04 14:42:21.974796
-2,-4,54,7,-2,-1,-3,0,2021-08-04 14:42:21.977795
1,0,38,-5,-7,-4,-6,2,2021-08-04 14:42:21.977795
0,4,3,47,2,-2,2,4,2021-08-04 14:42:21.985795
-4,6,10,-10,2,0,-7,-10,2021-08-04 14:42:21.985795
9,-9,-2,7,-5,-3,-3,-1,2021-08-04 14:42:21.992795
-20,4,-13,-18,1,2,2,0,2021-08-04 14:42:21.992795
3,-2,-26,-4,-5,-4,-4,2,2021-08-04 14:42:21.999796
-5,-2,29,21,-3,-1,-2,1,2021-08-04 14:42:21.999796
2,12,-67,16,8,5,5,4,2021-08-04 14:42:22.014796
-1,-11,-23,-24,-8,-3,-3,-5,2021-08-04 14:42:22.014796
-1,0,27,6,-2,-2,1,2,2021-08-04 14:42:22.022796
-1,-2,20,23,3,0,-2,-1,2021-08-04 14:42:22.022796
0,5,-59,-27,2,2,0,1,2021-08-04 14:42:22.029796
6,0,32,3,1,1,2,1,2021-08-04 14:42:22.030796
-6,-4,3,6,-3,0,-1,-2,2021-08-04 14:42:22.045795
2,-1,-10,-5,-3,-2,-1,4,2021-08-04 14:42:22.045795
-1,0,17,-1,-3,-5,-2,0,2021-08-04 14:42:22.051835
2,-2,-56,-5,2,-1,-2,-1,2021-08-04 14:42:22.052836
0,1,31,-7,-2,-3,-2,1,2021-08-04 14:42:22.059834
0,-1,-15,9,3,1,-1,2,2021-08-04 14:42:22.059834
-2,-1,50,-9,-3,-1,-3,-1,2021-08-04 14:42:22.074834
1,-1,57,21,-1,-1,8,-1,2021-08-04 14:42:22.074834
1,3,0,-17,2,1,-2,-2,2021-08-04 14:42:22.082835
-2,-9,-2,-1,-4,-3,-11,-1,2021-08-04 14:42:22.082835
-5,-3,-39,-11,1,-2,11,-4,2021-08-04 14:42:22.089834
3,-6,-24,10,0,-1,-3,5,2021-08-04 14:42:22.089834
-1,0,-18,2,-2,-2,-3,-3,2021-08-04 14:42:22.105835
-1,3,29,-4,1,3,1,-1,2021-08-04 14:42:22.105835
-2,-9,-3,-4,-1,2,-3,-2,2021-08-04 14:42:22.113835
0,9,-52,22,1,-2,-1,-2,2021-08-04 14:42:22.113835
-2,-7,-28,-21,-1,-2,1,0,2021-08-04 14:42:22.119834
1,0,-90,-37,-3,-1,2,0,2021-08-04 14:42:22.119834
0,-4,43,13,-2,-2,-3,2,2021-08-04 14:42:22.134835
-2,-1,2,-14,-2,-2,-1,-2,2021-08-04 14:42:22.134835
0,-5,36,15,0,0,-1,-1,2021-08-04 14:42:22.142834
-1,1,29,11,1,-3,-2,-3,2021-08-04 14:42:22.142834
2,5,77,-1,1,1,0,4,2021-08-04 14:42:22.149835
-2,-3,-64,-10,-2,-3,-3,-3,2021-08-04 14:42:22.149835
2,2,13,-1,0,0,2,1,2021-08-04 14:42:22.165834
1,1,54,29,-1,2,2,0,2021-08-04 14:42:22.165834
-2,-4,-35,-16,-4,-3,-13,-2,2021-08-04 14:42:22.171834
0,0,42,-5,0,-1,8,-1,2021-08-04 14:42:22.172835
-1,-5,-5,1,-1,-2,-8,1,2021-08-04 14:42:22.179834
0,1,28,1,1,2,6,2,2021-08-04 14:42:22.179834
0,2,-50,14,-1,-1,-2,-1,2021-08-04 14:42:22.194834
0,3,23,3,-1,1,-6,-2,2021-08-04 14:42:22.194834
-5,-6,-63,-9,-1,1,1,8,2021-08-04 14:42:22.202835
2,0,2,-3,-2,-2,0,2,2021-08-04 14:42:22.202835
-2,-2,20,1,0,1,1,-1,2021-08-04 14:42:22.210835
2,5,24,-12,-1,-1,-2,-3,2021-08-04 14:42:22.211834
-2,-12,-13,7,1,3,3,1,2021-08-04 14:42:22.225835
-2,4,-5,15,0,-3,2,-2,2021-08-04 14:42:22.225835
