Timestamp,Milliseconds,Angle
12:26:15.451164,451164,123.36455403046071
12:26:15.456187,456187,123.3647281987549
12:26:15.460163,460163,123.3625311221752
12:26:15.464212,464212,123.36014313907664
12:26:15.468204,468204,123.36123687857804
12:26:15.472198,472198,123.35796059013992
12:26:15.476211,476211,123.35443869035782
12:26:15.481200,481200,123.35801956649958
12:26:15.485211,485211,123.35893443161142
12:26:15.489214,489214,123.36499663847447
12:26:15.493219,493219,123.35946279433773
12:26:15.497198,497198,123.3593878280907
12:26:15.502162,502162,123.36314731898314
12:26:15.506214,506214,123.36171177263677
12:26:15.510163,510163,123.35767029879712
12:26:15.514161,514161,123.36165510776047
12:26:15.518161,518161,123.35814309220942
12:26:15.522202,522202,123.35596587146186
12:26:15.526164,526164,123.35621139739816
12:26:15.531200,531200,123.35575457208039
12:26:15.535192,535192,123.35634020983986
12:26:15.539211,539211,123.35584203555683
12:26:15.543210,543210,123.3579183805094
12:26:15.547199,547199,123.36099345186575
12:26:15.551210,551210,123.36108588868977
12:26:15.556201,556201,123.36145830010084
12:26:15.560164,560164,123.3643712232603
12:26:15.564210,564210,123.36734609725765
12:26:15.568210,568210,123.36352116094626
12:26:15.572200,572200,123.36502091257566
12:26:15.576164,576164,123.36345152035864
12:26:15.581217,581217,123.3632740255605
12:26:15.585199,585199,123.36454950068492
12:26:15.589212,589212,123.36511618364821
12:26:15.593211,593211,123.36569542544026
12:26:15.597198,597198,123.36612538017354
12:26:15.601204,601204,123.36487597576154
12:26:15.606214,606214,123.36604835655439
12:26:15.610199,610199,123.36321696698623
12:26:15.614211,614211,123.35798227630244
12:26:15.618213,618213,123.36101471042659
12:26:15.622202,622202,123.35848489643605
12:26:15.626163,626163,123.36221805935352
12:26:15.631216,631216,123.36297576443893
12:26:15.635198,635198,123.36397527002673
12:26:15.639210,639210,123.36667139119545
12:26:15.643217,643217,123.36673881475011
12:26:15.647200,647200,123.37078325197744
12:26:15.651205,651205,123.37514207463008
12:26:15.656216,656216,123.36964107398936
12:26:15.660199,660199,123.37433894078727
12:26:15.664212,664212,123.37117285371687
12:26:15.668199,668199,123.37173516904102
12:26:15.672215,672215,123.37188475342451
12:26:15.676201,676201,123.36957716887368
12:26:15.681197,681197,123.37077649453093
12:26:15.685163,685163,123.36596177379717
12:26:15.689213,689213,123.36980499298957
12:26:15.693218,693218,123.37002705600763
12:26:15.697212,697212,123.36984515654096
12:26:15.701162,701162,123.37462467024135
12:26:15.706220,706220,123.36880440327265
12:26:15.710198,710198,123.36730282818904
12:26:15.714216,714216,123.36169911169277
12:26:15.718210,718210,123.365275133788
12:26:15.722449,722449,123.36791628442484
12:26:15.726203,726203,123.36421061146059
12:26:15.731197,731197,123.3639246398242
12:26:15.735216,735216,123.36206012249978
12:26:15.739167,739167,123.36659535694392
12:26:15.743217,743217,123.36662257538393
12:26:15.747171,747171,123.36143579815678
12:26:15.751206,751206,123.36305195573702
12:26:15.756213,756213,123.36354964961565
12:26:15.760204,760204,123.36784311985546
12:26:15.764206,764206,123.36576395254292
12:26:15.768168,768168,123.36867975615398
12:26:15.772193,772193,123.37004846246124
12:26:15.776209,776209,123.37175720991787
12:26:15.781216,781216,123.3687857742231
12:26:15.785202,785202,123.37016266332498
12:26:15.789216,789216,123.373130895105
12:26:15.793217,793217,123.37219734271204
12:26:15.797166,797166,123.37206147129133
12:26:15.801218,801218,123.3789127780562
12:26:15.806211,806211,123.37842426029079
12:26:15.810203,810203,123.38269416763283
12:26:15.814217,814217,123.38566527322114
12:26:15.818221,818221,123.38216371413556
12:26:15.822169,822169,123.37301577148394
12:26:15.826203,826203,123.3718034190029
12:26:15.831217,831217,123.37340767049275
12:26:15.835169,835169,123.37154153582019
12:26:15.839217,839217,123.37492241461973
12:26:15.843208,843208,123.36931242359394
12:26:15.847203,847203,123.36221285006498
12:26:15.851167,851167,123.361791503445
12:26:15.856203,856203,123.35934994025247
12:26:15.860203,860203,123.36276488469409
12:26:15.864219,864219,123.36422214047445
12:26:15.868220,868220,123.36112966396666
12:26:15.872203,872203,123.36431749924486
12:26:15.876206,876206,123.36623283750454
12:26:15.881197,881197,123.36856039019948
12:26:15.885241,885241,123.37240146659117
12:26:15.889203,889203,123.37636431321343
12:26:15.893217,893217,123.36894376904405
12:26:15.897169,897169,123.36553871020628
12:26:15.901219,901219,123.35971843074941
12:26:15.906219,906219,123.35847115256524
12:26:15.910206,910206,123.35502075780879
12:26:15.914218,914218,123.3528824286968
12:26:15.918217,918217,123.35177737722813
12:26:15.922209,922209,123.35578531291644
12:26:15.926217,926217,123.35895756047033
12:26:15.931216,931216,123.36227463720502
12:26:15.935205,935205,123.36176206550007
12:26:15.939217,939217,123.36199541253428
12:26:15.943218,943218,123.35963729124721
12:26:15.947203,947203,123.35745038988772
12:26:15.951169,951169,123.35532086437703
12:26:15.956218,956218,123.35574030470185
12:26:15.960204,960204,123.36215324286894
12:26:15.964219,964219,123.36366031498642
12:26:15.968217,968217,123.36290148640198
12:26:15.972207,972207,123.36139724088235
12:26:15.976220,976220,123.36360569192365
12:26:15.981220,981220,123.36860262325634
12:26:15.985219,985219,123.36905762778363
12:26:15.989168,989168,123.36732279887501
12:26:15.993219,993219,123.35759254847643
12:26:15.997169,997169,123.35733145883005
12:26:16.001222,001222,123.35281623834423
12:26:16.006213,006213,123.35809444843689
12:26:16.010168,010168,123.35703917058221
12:26:16.014168,014168,123.35088877391038
12:26:16.018193,018193,123.35724546148202
12:26:16.022196,022196,123.36168262549864
12:26:16.026209,026209,123.36389039312385
12:26:16.031209,031209,123.35777369863304
12:26:16.035216,035216,123.36385563162392
12:26:16.039217,039217,123.36055833542845
12:26:16.043220,043220,123.35919192005701
12:26:16.047205,047205,123.36392567228717
12:26:16.051202,051202,123.3630593415016
12:26:16.056169,056169,123.36588639478788
12:26:16.060203,060203,123.36840463127123
12:26:16.064202,064202,123.3656892591808
12:26:16.068219,068219,123.3606791102324
12:26:16.072209,072209,123.36103274805005
12:26:16.076203,076203,123.36447727074979
12:26:16.081213,081213,123.36927593976891
12:26:16.085203,085203,123.36960857578474
12:26:16.089218,089218,123.3717039569761
12:26:16.093217,093217,123.36980473614902
12:26:16.097170,097170,123.36776143636158
12:26:16.101203,101203,123.36486265852987
12:26:16.106214,106214,123.35901903235126
12:26:16.110201,110201,123.35759871576127
12:26:16.114217,114217,123.35935173413509
12:26:16.118217,118217,123.36378347414488
12:26:16.122203,122203,123.37088233038473
12:26:16.126220,126220,123.36931032822123
12:26:16.131218,131218,123.36497381409677
12:26:16.135208,135208,123.36196859563378
12:26:16.139217,139217,123.36951533679886
12:26:16.143216,143216,123.37384086976382
12:26:16.147203,147203,123.3742697348728
12:26:16.151169,151169,123.36898381145106
12:26:16.156212,156212,123.36770777608743
12:26:16.160168,160168,123.35840130426553
12:26:16.164219,164219,123.35723996904963
12:26:16.168219,168219,123.35649409417869
12:26:16.172178,172178,123.35763892185653
12:26:16.176198,176198,123.35513858803846
12:26:16.181210,181210,123.3660938570354
12:26:16.185169,185169,123.36238478065378
12:26:16.189202,189202,123.36810442262762
12:26:16.193167,193167,123.36140229207751
12:26:16.197168,197168,123.36652079477297
12:26:16.201204,201204,123.36058806690212
12:26:16.206217,206217,123.35933661136366
12:26:16.210202,210202,123.36548774044734
12:26:16.214219,214219,123.36667918127101
12:26:16.218218,218218,123.3700428660724
12:26:16.222203,222203,123.36572329403644
12:26:16.226203,226203,123.36577534532664
12:26:16.231199,231199,123.3630594886242
12:26:16.235218,235218,123.36032313765895
12:26:16.239168,239168,123.36639194051578
12:26:16.243219,243219,123.36253064968133
12:26:16.247169,247169,123.3652401553006
12:26:16.251169,251169,123.36623691546161
12:26:16.256218,256218,123.36497646690586
12:26:16.260204,260204,123.36516781029329
