EMG 1,EMG 2,EMG 3,EMG 4,EMG 5,EMG 6,EMG 7,EMG 8,Timestamp
1,-1,-9,12,0,1,3,0,2021-08-02 17:17:34.401017
-1,-2,-45,-22,-5,-2,-3,-2,2021-08-02 17:17:34.401017
-2,-2,19,5,-2,0,-1,-2,2021-08-02 17:17:34.405018
0,1,-30,15,2,0,-1,-1,2021-08-02 17:17:34.405018
-1,-1,24,-6,7,3,1,0,2021-08-02 17:17:34.408019
2,3,-38,-16,-2,2,0,2,2021-08-02 17:17:34.408019
-4,-4,15,-2,-10,-6,-4,-3,2021-08-02 17:17:34.427016
-1,-1,42,12,-1,-2,-1,-2,2021-08-02 17:17:34.427016
-1,3,-8,7,-1,-2,0,-1,2021-08-02 17:17:34.428016
-1,1,7,5,2,-1,-1,-1,2021-08-02 17:17:34.429016
0,-3,-3,-13,-2,0,-3,-2,2021-08-02 17:17:34.444015
1,0,-28,-7,5,0,2,0,2021-08-02 17:17:34.444015
-1,1,47,11,-1,1,1,-1,2021-08-02 17:17:34.447018
-2,-9,-78,-30,-5,-4,-2,-3,2021-08-02 17:17:34.447018
-1,-1,13,22,-2,-4,-3,0,2021-08-02 17:17:34.481015
-1,2,23,-19,-1,-1,-1,-1,2021-08-02 17:17:34.482018
0,4,37,14,2,2,2,1,2021-08-02 17:17:34.482018
-1,-2,-41,13,-2,1,2,-2,2021-08-02 17:17:34.482018
-3,-5,22,-49,-2,-2,-3,-2,2021-08-02 17:17:34.489018
-3,-4,-20,11,-2,0,-1,0,2021-08-02 17:17:34.489018
0,2,-29,-13,0,1,1,-2,2021-08-02 17:17:34.490016
-1,1,29,13,5,1,1,1,2021-08-02 17:17:34.490016
-2,-1,6,17,-3,-3,-4,-1,2021-08-02 17:17:34.501016
-1,-12,-21,-10,-1,1,0,1,2021-08-02 17:17:34.501016
2,4,30,8,3,3,3,-1,2021-08-02 17:17:34.510015
-3,-8,-27,-10,-7,-2,-4,-1,2021-08-02 17:17:34.510015
-3,0,-68,-2,-2,-2,-4,-3,2021-08-02 17:17:34.524016
3,1,52,-17,-1,-1,0,1,2021-08-02 17:17:34.525016
2,2,-13,12,3,2,3,6,2021-08-02 17:17:34.529019
-4,-2,1,6,-2,-3,-2,-12,2021-08-02 17:17:34.529019
7,-4,-7,3,-2,-2,-4,2,2021-08-02 17:17:34.565017
-1,4,4,12,3,1,1,-4,2021-08-02 17:17:34.565017
2,0,-27,-18,-2,0,0,13,2021-08-02 17:17:34.565017
-1,3,21,-9,-2,0,0,0,2021-08-02 17:17:34.565017
-6,-11,34,6,-4,-3,-4,-4,2021-08-02 17:17:34.566020
1,2,-25,4,2,1,2,2,2021-08-02 17:17:34.566020
-3,1,-3,16,2,1,0,-3,2021-08-02 17:17:34.567018
5,1,16,-28,2,2,0,-2,2021-08-02 17:17:34.567018
-3,-7,-13,14,-9,-4,-5,-6,2021-08-02 17:17:34.606016
2,10,19,-40,0,1,1,6,2021-08-02 17:17:34.606016
-8,-7,1,13,-2,0,-1,-20,2021-08-02 17:17:34.607020
-7,-1,-41,-2,-4,-5,-3,2,2021-08-02 17:17:34.607020
-3,-5,12,7,0,-3,-3,1,2021-08-02 17:17:34.607020
3,9,-20,17,4,3,2,0,2021-08-02 17:17:34.607020
3,4,11,-9,0,1,4,-1,2021-08-02 17:17:34.613019
-4,4,39,8,-2,-1,-3,1,2021-08-02 17:17:34.613019
-2,-12,-45,-21,-3,-4,-4,-2,2021-08-02 17:17:34.620018
0,5,30,14,0,1,0,-1,2021-08-02 17:17:34.620018
-1,-2,-11,-13,2,-1,1,-1,2021-08-02 17:17:34.634017
1,5,0,22,1,0,0,2,2021-08-02 17:17:34.634017
-5,0,-12,-4,-5,-5,-2,-1,2021-08-02 17:17:34.647015
0,-4,44,48,1,0,-2,-3,2021-08-02 17:17:34.647015
2,2,-36,-50,-1,3,1,3,2021-08-02 17:17:34.649017
-2,-9,-1,0,-7,-2,-2,-2,2021-08-02 17:17:34.650019
0,9,31,21,-2,-2,-3,-1,2021-08-02 17:17:34.686016
-3,-16,-89,-10,0,-1,-1,-1,2021-08-02 17:17:34.686016
0,9,71,25,1,0,-1,0,2021-08-02 17:17:34.686016
0,-8,20,0,-2,0,-1,-1,2021-08-02 17:17:34.687017
-1,2,10,-32,-4,-5,-4,1,2021-08-02 17:17:34.687017
1,5,-33,20,1,0,2,-2,2021-08-02 17:17:34.687017
2,-4,-7,-6,0,-1,2,0,2021-08-02 17:17:34.690018
0,-1,1,-9,0,0,2,-4,2021-08-02 17:17:34.691019
-3,0,20,8,-1,-2,-2,-2,2021-08-02 17:17:34.739019
-2,7,23,10,3,2,2,0,2021-08-02 17:17:34.739019
3,-13,-32,-13,0,0,-1,-2,2021-08-02 17:17:34.739019
-2,3,10,-14,-3,0,-1,1,2021-08-02 17:17:34.739019
-1,0,19,21,-3,-3,-1,-1,2021-08-02 17:17:34.739019
-3,-4,-18,-4,0,0,0,4,2021-08-02 17:17:34.739019
0,3,1,-10,-1,-2,1,-9,2021-08-02 17:17:34.740018
0,-7,7,2,-2,-3,-4,0,2021-08-02 17:17:34.740018
-2,-3,-25,-2,-3,-3,-2,-1,2021-08-02 17:17:34.766018
3,13,69,20,2,2,2,0,2021-08-02 17:17:34.767018
-1,-6,-42,-2,2,2,1,1,2021-08-02 17:17:34.767018
-2,-3,62,13,-6,-2,-2,-1,2021-08-02 17:17:34.767018
-2,-3,-75,-33,-4,-3,-1,-2,2021-08-02 17:17:34.767018
0,-2,2,3,-2,-1,0,-1,2021-08-02 17:17:34.768019
-2,5,43,5,2,1,0,1,2021-08-02 17:17:34.773018
-2,0,-49,-17,0,0,-2,-2,2021-08-02 17:17:34.774018
-4,-12,22,8,-2,-2,-4,0,2021-08-02 17:17:34.808018
-1,5,20,-10,-2,-2,-1,0,2021-08-02 17:17:34.808018
-4,-4,-42,4,-3,-1,-2,-1,2021-08-02 17:17:34.809018
0,-5,-8,7,2,1,1,1,2021-08-02 17:17:34.809018
-1,0,-1,-6,-4,-1,-3,-1,2021-08-02 17:17:34.809018
0,1,15,1,3,0,0,-1,2021-08-02 17:17:34.809018
-1,-4,-6,-6,-2,-1,-1,0,2021-08-02 17:17:34.809018
-1,-2,-19,-1,-1,-1,-1,-3,2021-08-02 17:17:34.810018
2,2,-17,-8,0,-1,-1,0,2021-08-02 17:17:34.827017
0,-5,57,30,1,0,1,0,2021-08-02 17:17:34.827017
2,6,-37,2,2,2,0,1,2021-08-02 17:17:34.832018
-3,-4,-37,-34,-7,-4,-5,-3,2021-08-02 17:17:34.832018
0,1,6,15,-1,-1,-3,0,2021-08-02 17:17:34.862016
2,-14,-26,-15,4,1,1,0,2021-08-02 17:17:34.862016
0,9,80,19,1,1,3,1,2021-08-02 17:17:34.862016
-2,-1,30,6,-4,-2,-2,-1,2021-08-02 17:17:34.862016
-4,-4,-51,-21,-5,-3,-5,-4,2021-08-02 17:17:34.867019
-2,-16,-3,-7,0,0,1,1,2021-08-02 17:17:34.868020
-3,-8,9,10,-3,-1,0,-1,2021-08-02 17:17:34.869019
-1,0,-25,-16,4,-2,-1,-1,2021-08-02 17:17:34.869019
-3,-4,6,11,-3,-4,-2,-2,2021-08-02 17:17:34.892018
2,12,-13,-2,5,4,2,-2,2021-08-02 17:17:34.892018
-1,3,14,21,0,0,0,0,2021-08-02 17:17:34.895016
-1,-4,27,-9,-5,-3,1,1,2021-08-02 17:17:34.895016
-3,-4,24,-11,-8,-7,-6,-3,2021-08-02 17:17:34.929016
-2,-5,-65,-11,0,-2,-1,-2,2021-08-02 17:17:34.930017
0,6,-12,-13,7,6,4,1,2021-08-02 17:17:34.930017
-1,0,-4,36,-3,-3,-4,-2,2021-08-02 17:17:34.930017
-4,-11,8,-18,-4,-3,-5,-3,2021-08-02 17:17:34.931016
0,4,7,-22,0,0,-1,-1,2021-08-02 17:17:34.931016
0,9,16,18,-4,-3,-1,1,2021-08-02 17:17:34.931016
-2,-4,-59,-12,-1,-2,-1,-2,2021-08-02 17:17:34.931016
0,-5,64,27,-5,-2,-3,0,2021-08-02 17:17:34.969017
2,6,-59,-18,-1,0,0,0,2021-08-02 17:17:34.970018
0,-5,-21,-6,3,1,1,-1,2021-08-02 17:17:34.970018
-1,-2,-40,6,-2,0,-3,-2,2021-08-02 17:17:34.970018
-1,3,22,-22,-4,-1,-2,-1,2021-08-02 17:17:34.970018
0,-8,38,12,0,-1,0,0,2021-08-02 17:17:34.970018
-1,1,24,-1,0,1,1,0,2021-08-02 17:17:34.972019
-3,-10,-42,-20,-4,-3,-4,-1,2021-08-02 17:17:34.973018
-2,-5,-17,8,0,-2,0,0,2021-08-02 17:17:35.009020
2,9,5,1,0,1,1,0,2021-08-02 17:17:35.009020
0,-3,20,-4,6,2,3,-1,2021-08-02 17:17:35.009020
-2,-4,2,4,-3,-1,-1,-2,2021-08-02 17:17:35.010018
-2,-2,16,-3,1,-2,-4,-1,2021-08-02 17:17:35.010018
-3,1,21,7,-9,-4,-2,-2,2021-08-02 17:17:35.010018
1,-2,-29,9,-2,-1,-1,1,2021-08-02 17:17:35.010018
-2,2,46,-8,-2,2,0,-3,2021-08-02 17:17:35.011015
2,0,11,-3,2,-1,-1,1,2021-08-02 17:17:35.046016
1,5,-59,-35,0,2,1,0,2021-08-02 17:17:35.046016
0,3,-1,13,1,0,0,0,2021-08-02 17:17:35.047017
-4,-1,102,10,-8,-5,-5,-3,2021-08-02 17:17:35.047017
-1,-6,-30,-7,-6,-5,-2,0,2021-08-02 17:17:35.049015
0,4,62,13,0,3,2,-1,2021-08-02 17:17:35.049015
3,1,-26,-2,8,4,1,1,2021-08-02 17:17:35.049015
-2,-3,20,0,-2,-2,-3,0,2021-08-02 17:17:35.049015
-3,-4,-14,-24,-4,-4,-4,-3,2021-08-02 17:17:35.087018
-3,3,25,11,1,-2,2,0,2021-08-02 17:17:35.088017
0,-2,-41,-16,-2,2,1,1,2021-08-02 17:17:35.088017
0,-3,-11,7,6,2,0,-1,2021-08-02 17:17:35.089015
-3,1,31,12,-3,-4,-3,-2,2021-08-02 17:17:35.089015
0,2,-24,-2,-1,0,0,1,2021-08-02 17:17:35.089015
-1,-4,14,6,7,2,0,0,2021-08-02 17:17:35.093020
-2,0,-16,6,-8,-4,-3,-2,2021-08-02 17:17:35.093020
-3,-5,-38,-30,3,1,-1,-1,2021-08-02 17:17:35.125017
1,3,9,19,-3,2,0,1,2021-08-02 17:17:35.126015
0,0,24,12,1,0,1,-1,2021-08-02 17:17:35.126015
-1,-6,20,-27,-8,-6,-4,-2,2021-08-02 17:17:35.126015
-4,0,-15,36,-1,-1,-2,-1,2021-08-02 17:17:35.126015
1,4,18,-19,3,2,2,-1,2021-08-02 17:17:35.127015
-1,1,-42,-7,-3,1,-1,-2,2021-08-02 17:17:35.130019
-5,-10,15,20,-3,-6,-7,-2,2021-08-02 17:17:35.130019
0,2,-16,-16,-4,-2,-1,5,2021-08-02 17:17:35.172073
3,2,21,21,9,4,3,-5,2021-08-02 17:17:35.173072
-5,-10,-53,-40,-9,-3,-5,0,2021-08-02 17:17:35.173072
0,5,8,-17,3,0,-1,-7,2021-08-02 17:17:35.173072
-3,-2,-9,18,-3,-4,-3,16,2021-08-02 17:17:35.174073
-1,2,24,5,5,3,0,4,2021-08-02 17:17:35.174073
-1,1,25,35,3,0,3,0,2021-08-02 17:17:35.174073
7,-2,-42,-63,-8,-4,-3,-7,2021-08-02 17:17:35.174073
0,-7,19,15,2,-2,-2,5,2021-08-02 17:17:35.188073
-5,4,-16,-25,3,1,6,-3,2021-08-02 17:17:35.188073
-4,-3,30,5,-5,-2,-7,-14,2021-08-02 17:17:35.193073
-6,-7,-3,3,-4,-3,-7,-2,2021-08-02 17:17:35.194072
9,16,-27,22,4,3,2,-8,2021-08-02 17:17:35.234071
-9,-28,-61,0,0,-2,3,24,2021-08-02 17:17:35.234071
9,2,47,-41,-8,-2,-6,-22,2021-08-02 17:17:35.234071
-4,-5,-50,9,-3,-4,-4,-15,2021-08-02 17:17:35.234071
-3,5,18,2,-3,-2,-6,5,2021-08-02 17:17:35.234071
14,8,-16,19,6,3,3,-11,2021-08-02 17:17:35.235071
-8,-1,33,18,0,0,4,20,2021-08-02 17:17:35.236072
12,-6,54,-2,-2,-2,0,-3,2021-08-02 17:17:35.236072
-32,-5,-67,-72,-9,-5,-6,17,2021-08-02 17:17:35.243073
2,4,23,31,3,2,4,5,2021-08-02 17:17:35.243073
-13,-1,-18,8,4,1,-7,42,2021-08-02 17:17:35.263070
5,2,59,23,-6,-3,-3,4,2021-08-02 17:17:35.264070
-5,-2,9,-14,-2,-3,2,-26,2021-08-02 17:17:35.266072
17,-4,-52,-27,-1,0,-5,-41,2021-08-02 17:17:35.266072
-24,-12,-1,2,-2,-1,8,-13,2021-08-02 17:17:35.273073
-9,0,7,40,1,0,-2,3,2021-08-02 17:17:35.273073
2,-4,-3,-18,-1,-1,-4,5,2021-08-02 17:17:35.306070
0,3,6,0,-4,-1,5,-7,2021-08-02 17:17:35.306070
15,9,7,0,3,3,2,-14,2021-08-02 17:17:35.307070
-6,-3,-18,4,-4,-3,-4,3,2021-08-02 17:17:35.307070
0,-6,12,0,-6,-4,-2,-10,2021-08-02 17:17:35.307070
-5,10,-18,-14,3,2,-2,-15,2021-08-02 17:17:35.307070
3,-4,30,13,-2,2,1,1,2021-08-02 17:17:35.312074
-5,1,-27,-6,-3,-3,-4,3,2021-08-02 17:17:35.312074
10,-6,-27,-7,-2,-1,-3,-8,2021-08-02 17:17:35.334070
-9,5,74,19,1,-2,-2,7,2021-08-02 17:17:35.334070
12,5,-46,6,2,3,2,-2,2021-08-02 17:17:35.334070
-5,-5,23,-18,1,0,-1,6,2021-08-02 17:17:35.335070
-1,-7,-54,2,-6,-3,-7,-4,2021-08-02 17:17:35.364070
0,-2,-17,-2,8,3,0,11,2021-08-02 17:17:35.364070
1,4,21,3,-2,-1,5,-2,2021-08-02 17:17:35.365070
0,1,7,7,3,2,2,0,2021-08-02 17:17:35.365070
2,-3,31,23,-4,-5,-6,-1,2021-08-02 17:17:35.365070
-7,-5,-16,-29,-1,1,-2,7,2021-08-02 17:17:35.365070
6,4,-18,21,1,4,5,-3,2021-08-02 17:17:35.372073
-3,3,-53,-23,3,0,-2,-2,2021-08-02 17:17:35.372073
-5,-3,112,0,-8,-5,-5,-3,2021-08-02 17:17:35.392070
3,-2,-1,-8,1,0,0,7,2021-08-02 17:17:35.392070
1,-1,18,31,5,-1,1,-2,2021-08-02 17:17:35.394071
-2,1,-18,-17,-3,-1,0,-1,2021-08-02 17:17:35.395071
2,-2,-14,3,-1,-1,1,0,2021-08-02 17:17:35.430073
-1,18,-16,-18,-12,-3,-2,2,2021-08-02 17:17:35.431073
-1,-16,47,-16,5,-1,2,-1,2021-08-02 17:17:35.431073
-5,-10,5,15,-8,-4,-3,0,2021-08-02 17:17:35.431073
1,-4,-24,-3,-3,-6,-4,-4,2021-08-02 17:17:35.432073
5,6,17,11,-4,-1,1,2,2021-08-02 17:17:35.432073
-1,3,-2,-25,2,2,2,0,2021-08-02 17:17:35.432073
-5,-9,-66,22,-9,-8,-4,-2,2021-08-02 17:17:35.432073
-1,-5,7,30,1,-3,-4,-1,2021-08-02 17:17:35.452072
-1,1,51,-39,-4,-2,-3,1,2021-08-02 17:17:35.452072
3,13,-70,1,8,5,5,-1,2021-08-02 17:17:35.458073
-3,-9,23,-29,-9,-4,-6,-2,2021-08-02 17:17:35.459073
0,4,-23,-5,-5,-3,-2,-4,2021-08-02 17:17:35.476073
-3,-5,7,30,2,0,1,2,2021-08-02 17:17:35.476073
4,20,49,10,4,2,3,2,2021-08-02 17:17:35.477072
-2,-13,-67,-15,1,2,1,0,2021-08-02 17:17:35.477072
-6,-7,-51,-9,-10,-7,-5,-5,2021-08-02 17:17:35.482074
1,6,29,21,3,-1,0,-1,2021-08-02 17:17:35.482074
0,-1,7,-27,5,0,0,0,2021-08-02 17:17:35.511072
0,-4,22,18,-3,-3,-4,3,2021-08-02 17:17:35.511072
-3,-7,-31,-16,-2,0,-1,-6,2021-08-02 17:17:35.516072
2,0,4,27,6,4,5,2,2021-08-02 17:17:35.516072
-3,-5,-22,-33,-6,-2,-3,-1,2021-08-02 17:17:35.516072
1,0,-25,1,-5,-3,-3,-3,2021-08-02 17:17:35.517074
1,0,-43,-32,-4,0,0,1,2021-08-02 17:17:35.533070
-2,-4,54,25,9,3,1,0,2021-08-02 17:17:35.533070
1,5,-47,27,-4,-1,0,1,2021-08-02 17:17:35.533070
-3,-4,54,-41,-8,-6,-2,-1,2021-08-02 17:17:35.533070
4,2,-28,28,4,0,-1,7,2021-08-02 17:17:35.553072
-9,0,-50,19,3,3,3,-3,2021-08-02 17:17:35.553072
1,-4,11,-37,-13,-6,-5,-5,2021-08-02 17:17:35.553072
-3,1,20,0,-1,-2,-3,2,2021-08-02 17:17:35.554070
4,-4,-37,-8,11,3,3,0,2021-08-02 17:17:35.594074
0,-3,56,17,3,3,2,-1,2021-08-02 17:17:35.594074
-3,6,-17,20,2,-1,-1,2,2021-08-02 17:17:35.594074
-6,-3,-31,-26,-12,-8,-6,5,2021-08-02 17:17:35.594074
4,3,20,-22,1,0,2,-7,2021-08-02 17:17:35.595072
3,-1,-15,-18,5,1,5,4,2021-08-02 17:17:35.595072
-5,-5,-7,12,-3,2,2,-4,2021-08-02 17:17:35.595072
2,2,24,24,-4,-4,-7,0,2021-08-02 17:17:35.595072
-5,0,29,30,3,1,0,9,2021-08-02 17:17:35.601073
1,-2,-27,-43,-5,-2,-3,0,2021-08-02 17:17:35.601073
2,1,-5,-5,-2,3,3,-4,2021-08-02 17:17:35.611073
-9,-14,-49,-10,-7,-4,-5,-6,2021-08-02 17:17:35.611073
0,6,41,15,0,-3,-1,-2,2021-08-02 17:17:35.638071
3,1,-12,-21,4,2,3,-3,2021-08-02 17:17:35.639071
-2,-4,29,47,4,-1,-2,2,2021-08-02 17:17:35.639071
-1,-1,-9,-29,-5,-3,-5,-5,2021-08-02 17:17:35.639071
-5,-6,21,-8,-2,-1,-2,-4,2021-08-02 17:17:35.678072
2,2,-2,51,4,3,2,2,2021-08-02 17:17:35.678072
-1,-3,-24,-56,0,-1,1,3,2021-08-02 17:17:35.679073
-2,-5,-20,-9,-5,-4,-2,-5,2021-08-02 17:17:35.679073
0,4,3,22,0,-3,-2,-3,2021-08-02 17:17:35.679073
-2,2,-12,-8,0,0,1,1,2021-08-02 17:17:35.679073
1,-2,10,30,3,2,0,1,2021-08-02 17:17:35.680073
-2,-2,26,-7,-2,-3,-3,-5,2021-08-02 17:17:35.680073
-5,-3,-46,-2,0,-2,-3,0,2021-08-02 17:17:35.685073
3,5,9,-30,-1,2,2,1,2021-08-02 17:17:35.685073
-1,-6,28,10,-7,-3,-2,-2,2021-08-02 17:17:35.692074
0,1,18,27,2,-3,-3,-1,2021-08-02 17:17:35.693073
-1,-3,16,-13,4,1,0,-3,2021-08-02 17:17:35.725070
0,0,-18,-3,-2,0,0,1,2021-08-02 17:17:35.725070
2,3,-20,-10,0,1,1,-1,2021-08-02 17:17:35.726070
-4,-5,7,-1,-2,-4,-5,-5,2021-08-02 17:17:35.726070
2,4,30,14,-4,-3,1,1,2021-08-02 17:17:35.730074
-3,-2,29,-1,3,-2,0,-2,2021-08-02 17:17:35.730074
-2,-4,-18,-17,3,4,-1,-1,2021-08-02 17:17:35.731074
-3,-2,-6,6,-4,-1,-2,-2,2021-08-02 17:17:35.731074
1,3,10,-18,-3,-1,1,0,2021-08-02 17:17:35.755070
2,0,-2,15,-1,-1,-1,1,2021-08-02 17:17:35.756073
0,3,-14,5,1,1,3,-2,2021-08-02 17:17:35.756073
-1,-3,20,23,-3,-4,-3,0,2021-08-02 17:17:35.756073
-4,-3,-8,-26,-1,-1,-1,-2,2021-08-02 17:17:35.788070
-3,-3,-22,10,-1,1,1,2,2021-08-02 17:17:35.789072
1,0,-1,-2,1,0,-1,0,2021-08-02 17:17:35.789072
2,3,-16,-9,0,-2,-5,-13,2021-08-02 17:17:35.789072
-10,1,35,0,-2,1,1,2,2021-08-02 17:17:35.790073
-2,-10,-56,-1,-2,1,-1,-2,2021-08-02 17:17:35.791073
-3,5,24,4,2,-2,4,10,2021-08-02 17:17:35.792073
3,-7,5,-3,-8,-4,-8,-15,2021-08-02 17:17:35.793074
-26,-4,27,7,0,-2,2,-39,2021-08-02 17:17:35.811070
22,5,-19,-11,4,2,-6,13,2021-08-02 17:17:35.811070
-11,-10,-23,-2,-4,-1,-2,-54,2021-08-02 17:17:35.816073
0,-2,5,33,-8,-5,-11,3,2021-08-02 17:17:35.816073
-2,0,55,-42,3,0,7,19,2021-08-02 17:17:35.839070
15,8,11,19,3,3,6,-12,2021-08-02 17:17:35.839070
-7,-18,-86,-14,-4,-1,-4,-9,2021-08-02 17:17:35.840070
12,0,7,12,0,-1,3,9,2021-08-02 17:17:35.840070
-17,0,-13,-6,-3,-1,8,-9,2021-08-02 17:17:35.874071
-11,0,17,-7,-1,-1,-13,-7,2021-08-02 17:17:35.875070
16,9,24,28,6,2,13,-20,2021-08-02 17:17:35.875070
-5,-7,-55,-55,-5,-2,-5,-1,2021-08-02 17:17:35.875070
25,-6,-3,5,-5,-3,-2,37,2021-08-02 17:17:35.875070
-8,4,1,-14,2,2,7,-9,2021-08-02 17:17:35.875070
0,4,1,18,1,2,1,17,2021-08-02 17:17:35.875070
-10,-5,30,-13,-6,-5,0,-20,2021-08-02 17:17:35.876071
-2,-4,-47,9,0,-2,-8,-12,2021-08-02 17:17:35.899071
10,1,11,45,5,2,1,21,2021-08-02 17:17:35.899071
-7,2,21,-86,-3,-1,-6,-4,2021-08-02 17:17:35.899071
1,-2,-45,-4,-4,-1,0,23,2021-08-02 17:17:35.899071
5,-2,-6,7,-1,-2,-7,4,2021-08-02 17:17:35.913072
4,-9,-26,-2,-3,-2,1,14,2021-08-02 17:17:35.913072
-26,2,11,33,1,-2,0,-1,2021-08-02 17:17:35.913072
8,0,1,-41,-3,-2,-1,22,2021-08-02 17:17:35.913072
5,-5,-5,18,-3,-2,-7,7,2021-08-02 17:17:35.931072
21,8,-6,-5,4,4,1,-14,2021-08-02 17:17:35.931072
3,8,33,24,4,5,4,7,2021-08-02 17:17:35.933071
-13,-14,-68,-38,-10,-7,-6,6,2021-08-02 17:17:35.933071
11,-3,19,26,0,-2,-5,5,2021-08-02 17:17:35.987070
-14,1,-36,-13,3,0,7,3,2021-08-02 17:17:35.987070
11,6,60,-12,-1,-1,-1,4,2021-08-02 17:17:35.987070
-7,-9,33,37,0,-2,5,-10,2021-08-02 17:17:35.987070
0,-1,-13,-18,-5,-1,-14,12,2021-08-02 17:17:35.988070
-12,3,26,7,-1,0,5,-34,2021-08-02 17:17:35.988070
8,8,-16,29,4,4,2,20,2021-08-02 17:17:35.988070
-2,-5,35,15,-2,-1,2,-17,2021-08-02 17:17:35.988070
-6,-7,-37,16,-7,-7,-4,-13,2021-08-02 17:17:35.989072
-9,0,1,-12,1,-1,-3,11,2021-08-02 17:17:35.989630
4,5,-33,-67,2,3,6,8,2021-08-02 17:17:35.994123
-5,1,26,27,1,-1,-6,-6,2021-08-02 17:17:35.994123
-1,-4,-30,-12,-2,-2,-2,16,2021-08-02 17:17:36.007122
-6,-3,87,10,0,1,-4,-11,2021-08-02 17:17:36.007122
18,-5,-49,14,4,2,4,2,2021-08-02 17:17:36.015122
-5,2,50,19,-4,-3,-6,3,2021-08-02 17:17:36.016122
-1,-13,-74,-43,-10,-7,-7,-12,2021-08-02 17:17:36.064120
