EMG_Pod01,EMG_Pod02,EMG_Pod03,EMG_Pod04,EMG_Pod05,EMG_Pod06,EMG_Pod07,EMG_Pod08,Timestamp
16, 6, 0, -2, -2, 1, 0, -2, 2021-08-20 18:14:58.789508
-15, -3, -1, -2, -1, -3, 0, -2, 2021-08-20 18:14:58.789508
3, -1, 1, 1, -1, 2, -1, -1, 2021-08-20 18:14:58.798510
-5, -8, -5, -3, -3, 0, -1, -2, 2021-08-20 18:14:58.798510
11, -3, -2, -1, 0, 0, -1, -1, 2021-08-20 18:14:58.813507
-4, -2, -3, -1, 0, -1, -1, 2, 2021-08-20 18:14:58.813507
-6, -6, -4, -4, 0, -2, -1, -1, 2021-08-20 18:14:58.815013
9, 11, 9, 2, 0, 0, 1, 1, 2021-08-20 18:14:58.815013
-7, 8, -3, -1, -1, 0, -2, -2, 2021-08-20 18:14:58.836020
-32, -12, -4, -1, 1, 1, -2, -4, 2021-08-20 18:14:58.837020
47, -2, 1, 2, 0, -2, -1, 0, 2021-08-20 18:14:58.842019
-20, -1, 1, -1, -1, -4, -3, -1, 2021-08-20 18:14:58.842019
2, -1, 2, -1, -3, -2, -2, -3, 2021-08-20 18:14:58.849019
-8, -4, -5, -3, -2, -4, -2, -1, 2021-08-20 18:14:58.850019
-5, 0, -3, -1, 0, 0, 0, 2, 2021-08-20 18:14:58.858020
2, 12, 5, -3, -3, -1, -3, -3, 2021-08-20 18:14:58.859019
-1, -6, -3, -3, 1, -2, -2, 2, 2021-08-20 18:14:58.873020
8, -2, -1, 2, -2, -1, -1, -2, 2021-08-20 18:14:58.874020
-5, -5, -4, 0, -1, 1, 1, 0, 2021-08-20 18:14:58.875019
9, 1, -2, 2, 0, 2, 0, 1, 2021-08-20 18:14:58.875019
-10, -5, 5, 0, 0, -1, 0, -2, 2021-08-20 18:14:58.896020
5, 0, 2, 1, 1, 0, 0, -1, 2021-08-20 18:14:58.896020
-5, 0, -1, -2, -2, -1, -1, -4, 2021-08-20 18:14:58.897019
-7, -2, -3, 0, -2, 0, 0, -2, 2021-08-20 18:14:58.897019
-4, 1, -2, -1, -1, -2, -1, -2, 2021-08-20 18:14:58.918019
5, 0, 2, 1, -2, -1, -1, -1, 2021-08-20 18:14:58.918019
-17, 0, 4, 2, 0, 0, 0, 0, 2021-08-20 18:14:58.920020
12, -7, -1, -1, 0, 0, 0, 0, 2021-08-20 18:14:58.920020
-6, -5, -6, -4, -3, -1, -5, -1, 2021-08-20 18:14:58.933020
5, -3, 1, -1, -1, 0, -3, 0, 2021-08-20 18:14:58.934019
-2, 0, -4, 0, -1, 1, -2, -1, 2021-08-20 18:14:58.935020
1, -2, 3, 1, 0, -2, -1, -4, 2021-08-20 18:14:58.935020
-2, 10, 5, 0, -2, 0, 1, -1, 2021-08-20 18:14:58.956019
9, 0, -3, -1, -1, -1, -1, 0, 2021-08-20 18:14:58.956019
