Timestamp,Milliseconds,Angle,Angular Velocity
12:27:04.392455,392455,64.62677764892578,21.762908935546875
12:27:04.463916,463916,67.74404907226562,12.469085693359375
12:27:04.537915,537915,66.68954467773438,3.4016270637512207
12:27:04.616424,616424,66.13967895507812,1.7183303833007812
12:27:04.704424,704424,65.886474609375,0.8167881965637207
12:27:04.783426,783426,66.31717681884766,0.9571160674095154
12:27:04.864425,864425,66.05860137939453,0.7605159878730774
12:27:04.937425,937425,65.2357406616211,2.7428689002990723
12:27:05.019425,019425,65.12608337402344,0.3537331819534302
12:27:05.104425,104425,65.98611450195312,2.774293899536133
12:27:05.180425,180425,66.54721069335938,1.603131890296936
12:27:05.265424,265424,66.09434509277344,1.3723200559616089
12:27:05.338446,338446,65.71206665039062,1.274261474609375
12:27:05.429447,429447,66.65802001953125,2.7822158336639404
12:27:05.502959,502959,68.61308288574219,6.516875743865967
12:27:05.580959,580959,68.25369262695312,1.0268292427062988
12:27:05.677959,677959,69.65654754638672,4.126043796539307
12:27:05.738959,738959,71.42742156982422,5.5339813232421875
12:27:05.829981,829981,70.44798278808594,3.3773751258850098
12:27:05.905981,905981,67.28406524658203,12.655670166015625
12:27:05.980981,980981,64.59088134765625,7.694810390472412
12:27:06.062981,062981,66.72804260253906,7.369521617889404
12:27:06.149981,149981,69.835693359375,12.9485445022583
12:27:06.237492,237492,72.02889251708984,6.092220306396484
12:27:06.303493,303493,72.258544921875,0.6754482388496399
12:27:06.384494,384494,71.51750183105469,2.1172659397125244
12:27:06.470493,470493,69.77888488769531,5.795389652252197
12:27:06.543494,543494,65.62338256835938,17.314592361450195
12:27:06.625493,625493,69.51463317871094,16.213542938232422
12:27:06.707493,707493,68.01432800292969,4.839694023132324
12:27:06.798493,798493,70.43710327148438,8.07591724395752
12:27:06.866517,866517,72.751953125,7.982241153717041
12:27:06.939517,939517,72.51658630371094,0.7592477798461914
12:27:07.027025,027025,75.0662841796875,7.726357460021973
12:27:07.115025,115025,69.86842346191406,20.79144287109375
12:27:07.178046,178046,68.4794692993164,4.480497360229492
12:27:07.263046,263046,69.34063720703125,2.6095998287200928
12:27:07.342046,342046,70.82074737548828,4.485182762145996
12:27:07.442046,442046,70.19231414794922,2.0272040367126465
12:27:07.504558,504558,71.81784057617188,4.7809600830078125
12:27:07.596557,596557,73.80316925048828,5.365753173828125
12:27:07.665557,665557,70.0456314086914,15.656407356262207
12:27:07.771558,771558,68.61122131347656,3.774763345718384
12:27:07.873558,873558,64.30107879638672,18.739749908447266
12:27:07.907557,907557,64.30107879638672,18.739749908447266
12:27:07.978557,978557,68.66412353515625,16.780941009521484
12:27:08.075557,075557,69.493896484375,2.676687002182007
12:27:08.158557,158557,74.0233154296875,18.872577667236328
12:27:08.228581,228581,73.12324523925781,2.571629047393799
12:27:08.305580,305580,70.4058609008789,8.765755653381348
12:27:08.396581,396581,67.86846160888672,8.749652862548828
12:27:08.464092,464092,64.23224639892578,13.985444068908691
12:27:08.542111,542111,62.6397819519043,4.825650215148926
12:27:08.628112,628112,59.48817443847656,12.606430053710938
12:27:08.703623,703623,60.84660339355469,4.382029056549072
12:27:08.808623,808623,60.84660339355469,4.382029056549072
12:27:08.870623,870623,60.84660339355469,4.382029056549072
12:27:08.960624,960624,60.84660339355469,4.382029056549072
12:27:09.037623,037623,60.84660339355469,4.382029056549072
12:27:09.112623,112623,60.84660339355469,4.382029056549072
12:27:09.194623,194623,137.34466552734375,283.3261413574219
12:27:09.265625,265625,137.47515869140625,0.4349772036075592
12:27:09.338624,338624,135.9235076904297,4.563679218292236
12:27:09.424623,424623,136.1834716796875,0.8385934829711914
12:27:09.505623,505623,132.59767150878906,14.34320068359375
12:27:09.579623,579623,134.97633361816406,6.607395172119141
12:27:09.662623,662623,135.2075653076172,0.7707722783088684
12:27:09.738623,738623,134.05361938476562,3.4968059062957764
12:27:09.827624,827624,135.3988037109375,4.0763163566589355
12:27:09.898645,898645,132.6944580078125,8.451080322265625
12:27:09.978645,978645,134.89984130859375,5.012234687805176
12:27:10.061159,061159,131.93421936035156,8.473204612731934
12:27:10.141158,141158,134.9530029296875,12.07513427734375
12:27:10.216158,216158,132.1020965576172,7.7051520347595215
12:27:10.303158,303158,135.0765838623047,9.013598442077637
12:27:10.379158,379158,132.8223876953125,7.271600246429443
12:27:10.462157,462157,134.55711364746094,5.421018600463867
12:27:10.537160,537160,133.68072509765625,2.7387142181396484
12:27:10.620157,620157,134.44143676757812,2.453908681869507
12:27:10.706158,706158,132.9228057861328,4.466561794281006
12:27:10.778158,778158,133.17845153808594,0.8521524667739868
12:27:10.865158,865158,134.92608642578125,5.825449466705322
12:27:10.937157,937157,134.28501892089844,2.1368916034698486
12:27:11.029180,029180,134.99501037597656,1.7749786376953125
12:27:11.100180,100180,134.36831665039062,1.6937668323516846
12:27:11.204717,204717,133.61041259765625,2.444851875305176
