EMG_Pod01,EMG_Pod02,EMG_Pod03,EMG_Pod04,EMG_Pod05,EMG_Pod06,EMG_Pod07,EMG_Pod08,Timestamp
-1, -1, -3, -2, -1, 0, -2, -2, 2021-08-24 19:24:45.898929
-2, -1, 0, 0, -2, -1, -2, 0, 2021-08-24 19:24:45.899928
0, -2, 1, 0, 0, -1, -1, -2, 2021-08-24 19:24:45.913927
-2, -2, -2, -2, -1, 0, 1, -3, 2021-08-24 19:24:45.913927
-1, 0, 0, 0, -2, -3, -2, -1, 2021-08-24 19:24:45.915925
-1, -2, -1, 0, -1, 0, -3, -1, 2021-08-24 19:24:45.915925
-2, 0, 0, -2, -2, 0, -1, 0, 2021-08-24 19:24:45.936921
0, 0, 0, 0, -2, -3, -3, -1, 2021-08-24 19:24:45.936921
-1, 0, 1, -1, 1, 2, 3, 0, 2021-08-24 19:24:45.937920
0, -1, 0, 1, -1, -2, -2, 0, 2021-08-24 19:24:45.937920
0, -1, 0, 0, -2, 0, -1, 0, 2021-08-24 19:24:45.949922
0, 0, 0, 0, -1, 0, -2, -1, 2021-08-24 19:24:45.950920
-2, -2, -1, -1, -1, 1, -1, -2, 2021-08-24 19:24:45.958917
-2, -1, -1, -1, -1, -2, 0, -3, 2021-08-24 19:24:45.958917
1, -2, -1, -2, -1, -1, 0, 0, 2021-08-24 19:24:45.973914
-3, -1, -1, -1, -1, -1, -3, -2, 2021-08-24 19:24:45.973914
0, -1, 0, -1, 0, -1, -2, 0, 2021-08-24 19:24:45.975916
-2, -2, 0, 0, -1, -1, -1, -1, 2021-08-24 19:24:45.975916
-1, -1, -2, -1, 0, -2, -2, -3, 2021-08-24 19:24:45.995912
0, -1, -1, -1, -1, -1, -1, 0, 2021-08-24 19:24:45.995912
-2, -2, -2, -1, -3, 1, 2, -2, 2021-08-24 19:24:46.002911
-1, 0, 0, -1, -1, -1, 1, 1, 2021-08-24 19:24:46.002911
2, 0, 0, -1, 0, -1, 0, 0, 2021-08-24 19:24:46.018909
