Timestamp,Milliseconds,Angle,Angular Velocity,Sensor 1,Sensor 2,Sensor 3
12:33:55.756926,756926,75.38516293796758,99.59383471827837,[14.08863258 13.13721085 -6.09147787],[12.44694519 10.63361645 -6.48514605],[13.64114952 11.18304825 -9.17137146]
12:33:55.761926,761926,75.4596310314429,14.893618695063537,[14.08947659 13.13469791 -6.09003878],[12.44542789 10.62971973 -6.48368883],[13.64004517 11.17376328 -9.17081451]
12:33:55.765926,765926,75.59658592103833,34.23872239885739,[14.0877142  13.13284397 -6.09130144],[12.44290829 10.62872982 -6.48025799],[13.63621712 11.16076088 -9.17154121]
12:33:55.769926,769926,75.83542620605077,59.7100712531109,[14.08801746 13.13032818 -6.09152555],[12.43760014 10.62359619 -6.48838234],[13.62501144 11.15149212 -9.18055344]
12:33:55.773926,773926,76.09108793267589,63.91543165628022,[14.08846569 13.12723637 -6.09147406],[12.43588638 10.6213522  -6.48542833],[13.62231636 11.13300514 -9.18622112]
12:33:55.777927,777927,76.12905214092157,9.488679891447784,[14.08585262 13.12826347 -6.0868392 ],[12.43538761 10.61608696 -6.4849143 ],[13.61654282 11.13196182 -9.18096542]
12:33:55.781926,781926,76.29507279669686,41.51554282952847,[14.0852375  13.12718868 -6.08501816],[12.43222427 10.6105423  -6.48599863],[13.6140976  11.11915398 -9.18462563]
12:33:55.786926,786926,76.42015684366469,25.01680939356561,[14.08556938 13.12458897 -6.08721876],[12.43105316 10.60584641 -6.4849577 ],[13.60789108 11.10731602 -9.18868828]
12:33:55.790926,790926,76.47742353077555,14.316671777717005,[14.08750248 13.12129307 -6.08616352],[12.43043232 10.60009861 -6.48328018],[13.598773   11.10205078 -9.18880272]
12:33:55.794927,794927,76.6380150577545,40.137847282916205,[14.08430576 13.12287045 -6.08563089],[12.42812443 10.59579372 -6.48360968],[13.59047508 11.09403896 -9.19305325]
12:33:55.798926,798926,76.71174649840157,18.43746952914877,[14.0840826  13.12127018 -6.08539724],[12.42687416 10.59411526 -6.47819757],[13.58868599 11.08324814 -9.19151974]
12:33:55.802926,802926,76.86528773467889,38.38530906933002,[14.08388424 13.11952877 -6.08681822],[12.4253521  10.58893108 -6.47882938],[13.5805006  11.07209301 -9.19517612]
12:33:55.806926,806926,77.01733121597977,38.01087032521977,[14.08385468 13.11771202 -6.08711624],[12.42792034 10.58180237 -6.47453594],[13.57273483 11.0617342  -9.20253563]
12:33:55.811925,811925,77.33524123595552,63.59472293973907,[14.08368397 13.11571217 -6.08678865],[12.42333603 10.5811491  -6.4742384 ],[13.56355476 11.04543686 -9.21079159]
12:33:55.815926,815926,77.25702805614601,19.548407850414737,[14.08406734 13.1119585  -6.08634424],[12.4232378  10.57470608 -6.47415543],[13.56293011 11.04173946 -9.20358849]
12:33:55.819928,819928,77.27378806247502,4.187907628437804,[14.08555984 13.10782051 -6.09025383],[12.42037296 10.56964207 -6.47740126],[13.55617809 11.03443623 -9.20372295]
12:33:55.823925,823925,77.45839253887551,46.1857584189378,[14.08497429 13.10594654 -6.09063625],[12.41735744 10.56655216 -6.47725868],[13.55174732 11.02032852 -9.2067976 ]
12:33:55.827925,827925,77.59736038989296,34.741962754360145,[14.08375645 13.10442543 -6.08880758],[12.4168272  10.56074238 -6.47776461],[13.54567432 11.01309204 -9.2102356 ]
12:33:55.831926,831926,77.66003183920618,15.66394634172165,[14.08073425 13.10354614 -6.09184074],[12.41513348 10.55844402 -6.4763484 ],[13.54160309 11.00345135 -9.20864391]
12:33:55.836926,836926,77.84012789507786,36.01921117433449,[14.0818243  13.10039711 -6.0891881 ],[12.41281414 10.55349445 -6.47353601],[13.54101276 10.98677444 -9.21079159]
12:33:55.840927,840927,77.87662680392732,9.122446600716499,[14.08191204 13.09683037 -6.09126329],[12.4108448  10.55005932 -6.47137499],[13.5327158  10.98137188 -9.21420383]
12:33:55.844926,844926,77.91082320059574,8.5512369763492,[14.0825901  13.09323025 -6.09446478],[12.41195393 10.54418182 -6.46929169],[13.5214386  10.97725773 -9.21868706]
12:33:55.848926,848926,78.00468508672758,23.465471532958304,[14.07937527 13.09355068 -6.09345675],[12.41265488 10.53773212 -6.46838999],[13.52289295 10.96538544 -9.21629333]
12:33:55.852927,852927,78.13083888208776,31.530566198495794,[14.08065605 13.08998585 -6.09141541],[12.41024113 10.53461456 -6.46687794],[13.51688004 10.95634365 -9.21631336]
12:33:55.856927,856927,78.1994029959423,17.141028463633745,[14.08293056 13.08562374 -6.09109259],[12.40915203 10.53259563 -6.46328592],[13.51366138 10.94777679 -9.21652222]
12:33:55.861925,861925,78.34805927575361,29.74315322355338,[14.08265114 13.08309364 -6.08973217],[12.40557098 10.52929783 -6.46717453],[13.51512432 10.93515491 -9.21549797]
12:33:55.865927,865927,78.48967748638644,35.38685922859267,[14.08238316 13.08198261 -6.08623266],[12.40435314 10.52582455 -6.46577835],[13.50685501 10.93044567 -9.21792507]
12:33:55.869926,869926,78.77835244475928,72.1867862897818,[14.08357334 13.07826042 -6.08477402],[12.40464401 10.52114201 -6.46345377],[13.4965353  10.9170742  -9.22807217]
12:33:55.873927,873927,78.76613642342886,3.0532420220987233,[14.08013821 13.07778168 -6.08788776],[12.40503979 10.51632595 -6.46198368],[13.49394226 10.91014481 -9.22457123]
12:33:55.877926,877926,78.75018098176166,3.9898578812708947,[14.07957077 13.07641125 -6.08811045],[12.40100479 10.51589298 -6.45910549],[13.4994173  10.89970207 -9.21958447]
