EMG_Pod01,EMG_Pod02,EMG_Pod03,EMG_Pod04,EMG_Pod05,EMG_Pod06,EMG_Pod07,EMG_Pod08,Timestamp
-1, -1, -1, -1, 1, 0, -2, -2, 2021-08-18 17:21:36.329594
0, -1, -1, -1, 0, 0, -1, -2, 2021-08-18 17:21:36.329594
-1, -2, -2, -2, -1, -1, 0, -4, 2021-08-18 17:21:36.330593
-2, 0, 2, 0, -1, -2, -1, -1, 2021-08-18 17:21:36.330593
-2, 0, -2, 0, -2, -1, -1, -1, 2021-08-18 17:21:36.333593
-1, -1, 1, -1, 0, -1, -1, 0, 2021-08-18 17:21:36.333593
-1, -2, -1, -1, 0, 0, 1, 0, 2021-08-18 17:21:36.334594
0, -2, -3, -1, -1, 0, 0, -2, 2021-08-18 17:21:36.334594
2, 0, 0, 0, -2, -2, 0, -3, 2021-08-18 17:21:36.340594
-4, -3, -2, -1, 0, 0, -1, -4, 2021-08-18 17:21:36.340594
3, 3, 2, -3, -2, -2, 0, 0, 2021-08-18 17:21:36.349595
-4, -1, -4, 0, 1, 0, 0, 1, 2021-08-18 17:21:36.349595
0, 1, 1, 1, 0, 0, 0, 2, 2021-08-18 17:21:36.363594
-1, -3, -4, 0, -2, -3, -1, 1, 2021-08-18 17:21:36.363594
-3, -4, -1, 0, -1, -1, -2, -2, 2021-08-18 17:21:36.369594
2, 0, -2, -3, -1, -1, -1, -3, 2021-08-18 17:21:36.370594
0, 1, 1, -2, -2, -2, 0, -1, 2021-08-18 17:21:36.380593
0, 0, 0, 0, 0, 1, 1, -1, 2021-08-18 17:21:36.380593
0, 0, -1, 0, -1, -1, -2, 1, 2021-08-18 17:21:36.392594
0, -1, -1, -1, -1, 0, -1, 0, 2021-08-18 17:21:36.393594
-1, -2, -3, -2, -1, -2, -2, -2, 2021-08-18 17:21:36.400594
-2, -1, 0, -2, 0, -1, -2, -2, 2021-08-18 17:21:36.400594
0, 1, -1, 0, 0, -1, -1, -2, 2021-08-18 17:21:36.425594
0, -2, 1, -1, -1, -1, 0, -1, 2021-08-18 17:21:36.425594
-1, -2, -3, -2, -1, 0, 0, -1, 2021-08-18 17:21:36.456594
0, 0, 0, 1, -1, -1, -3, -4, 2021-08-18 17:21:36.456594
-1, 0, -1, 0, -1, -1, 0, -1, 2021-08-18 17:21:36.457594
-1, -1, -1, 0, -1, 0, -1, 2, 2021-08-18 17:21:36.457594
1, 0, 0, 2, 0, 1, 0, -1, 2021-08-18 17:21:36.461594
-1, -1, -1, -1, -2, -2, 0, -1, 2021-08-18 17:21:36.461594
0, 1, 0, -2, 0, -2, -1, 1, 2021-08-18 17:21:36.462594
-4, -5, -2, -5, -2, -2, -1, -1, 2021-08-18 17:21:36.462594
-5, -4, -4, -3, -2, 0, 0, -2, 2021-08-18 17:21:36.463594
4, 1, 0, 0, 1, -1, -1, 1, 2021-08-18 17:21:36.463594
