EMG_Pod01,EMG_Pod02,EMG_Pod03,EMG_Pod04,EMG_Pod05,EMG_Pod06,EMG_Pod07,EMG_Pod08,Timestamp
6, 2, 1, 0, 0, 0, -1, 0, 2021-08-18 17:35:45.722659
7, 4, 2, 0, -1, 0, 1, 3, 2021-08-18 17:35:45.723658
4, 2, 0, -1, 0, 0, 1, 2, 2021-08-18 17:35:45.723658
2, 1, 2, 0, -2, -1, 1, 0, 2021-08-18 17:35:45.723658
-2, -1, -1, -1, 0, -1, 0, -4, 2021-08-18 17:35:45.724660
-3, -3, -2, -1, -1, 2, -2, -2, 2021-08-18 17:35:45.724660
1, 0, -2, -1, -1, -1, -1, -2, 2021-08-18 17:35:45.729659
0, 0, -1, -1, -1, -2, 1, -1, 2021-08-18 17:35:45.729659
0, -1, 0, 1, -2, -1, 0, 3, 2021-08-18 17:35:45.735658
-3, 1, 0, 0, 0, -2, -2, -2, 2021-08-18 17:35:45.736660
-6, -5, -2, -1, -1, -2, -1, -4, 2021-08-18 17:35:45.753658
6, 0, -1, -2, 0, 0, -1, 2, 2021-08-18 17:35:45.753658
5, 5, -1, -2, -2, -1, -1, -1, 2021-08-18 17:35:45.754659
-11, -12, -3, -1, -1, 0, -1, -4, 2021-08-18 17:35:45.755659
-2, 2, 0, -1, -2, -1, -2, 2, 2021-08-18 17:35:45.766658
-5, -2, -3, 0, -1, -1, -1, -3, 2021-08-18 17:35:45.766658
4, 0, 1, 0, -1, -2, -1, -1, 2021-08-18 17:35:45.771658
5, 4, 0, 0, 0, 0, 1, 2, 2021-08-18 17:35:45.772659
2, 0, 1, 1, 1, -1, 1, -3, 2021-08-18 17:35:45.796658
-3, -2, -2, 0, 2, 2, 1, -2, 2021-08-18 17:35:45.796658
-3, -3, -2, 0, 1, 4, 1, 1, 2021-08-18 17:35:45.799658
-1, -3, -3, -3, -1, -3, 0, -2, 2021-08-18 17:35:45.800659
-3, -2, -1, -3, -3, -3, -1, -3, 2021-08-18 17:35:45.813658
4, 4, 2, 0, -4, -4, -1, 2, 2021-08-18 17:35:45.813658
0, 2, -1, -1, -1, -4, -1, -1, 2021-08-18 17:35:45.814658
2, 3, -1, 1, -1, -2, -2, 1, 2021-08-18 17:35:45.815659
3, 1, 1, 0, 2, 0, 0, 1, 2021-08-18 17:35:45.831658
-4, -4, -2, -2, -2, 0, -1, -3, 2021-08-18 17:35:45.832659
-3, -1, -1, -2, 0, 1, -2, -1, 2021-08-18 17:35:45.872659
5, 2, 0, 1, -1, 0, 0, 3, 2021-08-18 17:35:45.872659
