Timestamp,Milliseconds,Angle,Angular Velocity
11:22:19.959268,959268,65.69234466552734,2.603745460510254
11:22:20.039231,039231,65.69234466552734,2.603745460510254
11:22:20.095267,095267,63.781002044677734,6.165621280670166
11:22:20.158230,158230,63.781002044677734,6.165621280670166
11:22:20.241232,241232,65.52143859863281,5.438864231109619
11:22:20.333258,333258,62.84069061279297,7.884552955627441
11:22:20.403232,403232,62.84069061279297,7.884552955627441
11:22:20.565232,565232,60.35801315307617,8.008636474609375
11:22:20.583231,583231,60.35801315307617,8.008636474609375
11:22:20.643254,643254,63.81679916381836,14.41160774230957
11:22:20.734270,734270,70.31765747070312,24.077251434326172
11:22:20.809231,809231,70.31765747070312,24.077251434326172
11:22:20.913232,913232,70.05011749267578,0.8630321621894836
11:22:20.975951,975951,70.05011749267578,0.8630321621894836
11:22:21.071917,071917,67.29141235351562,8.620953559875488
11:22:21.144429,144429,67.29141235351562,8.620953559875488
11:22:21.266430,266430,61.80724334716797,21.936676025390625
11:22:21.308429,308429,61.80724334716797,21.936676025390625
11:22:21.398428,398428,65.59716033935547,15.791319847106934
11:22:21.469429,469429,65.59716033935547,15.791319847106934
11:22:21.609428,609428,70.64283752441406,19.406452178955078
11:22:21.673430,673430,70.64283752441406,19.406452178955078
11:22:21.709454,709454,75.7236099243164,20.323089599609375
11:22:21.772457,772457,75.7236099243164,20.323089599609375
11:22:21.872428,872428,74.49726104736328,3.9559640884399414
11:22:21.937429,937429,74.49726104736328,3.9559640884399414
11:22:22.088429,088429,68.70500946044922,23.16900634765625
11:22:22.133430,133430,68.70500946044922,23.16900634765625
11:22:22.170468,170468,63.18642044067383,22.99411964416504
11:22:22.254605,254605,63.18642044067383,22.99411964416504
11:22:22.345569,345569,65.06198120117188,6.251868724822998
11:22:22.440603,440603,65.06198120117188,6.251868724822998
11:22:22.543569,543569,67.49610900878906,7.606649398803711
11:22:22.768605,768605,67.49610900878906,7.606649398803711
11:22:22.808569,808569,70.29393005371094,9.647659301757812
11:22:22.893568,893568,70.29393005371094,9.647659301757812
11:22:22.905605,905605,64.07765197753906,24.8651123046875
11:22:22.957567,957567,64.07765197753906,24.8651123046875
11:22:22.998568,998568,64.07765197753906,24.8651123046875
11:22:23.071568,071568,61.604278564453125,7.978623867034912
11:22:23.136569,136569,61.604278564453125,7.978623867034912
11:22:23.240594,240594,68.25030517578125,27.691776275634766
11:22:23.309600,309600,68.25030517578125,27.691776275634766
11:22:23.391568,391568,81.0426254272461,49.20123291015625
11:22:23.470607,470607,94.89844512939453,57.73257827758789
11:22:23.544570,544570,105.08597564697266,40.7501220703125
11:22:23.614568,614568,114.62335968017578,41.46688461303711
11:22:23.742568,742568,121.02371215820312,26.668134689331055
11:22:23.794568,794568,121.02371215820312,26.668134689331055
11:22:23.914568,914568,133.3123321533203,53.42878341674805
11:22:24.177569,177569,133.3123321533203,53.42878341674805
11:22:24.245568,245568,137.37551879882812,16.929943084716797
11:22:24.337603,337603,137.37551879882812,16.929943084716797
11:22:24.370595,370595,136.7243194580078,2.1706643104553223
11:22:24.511568,511568,136.7243194580078,2.1706643104553223
11:22:24.596597,596597,138.5492706298828,6.5176825523376465
11:22:24.713568,713568,138.5492706298828,6.5176825523376465
11:22:24.743569,743569,136.4004669189453,7.6742987632751465
11:22:24.841594,841594,136.4004669189453,7.6742987632751465
11:22:24.914568,914568,137.86021423339844,4.865824222564697
11:22:24.986593,986593,137.86021423339844,4.865824222564697
11:22:25.005567,005567,137.86021423339844,4.865824222564697
11:22:25.076568,076568,137.9744873046875,0.33609727025032043
11:22:25.173569,173569,137.9744873046875,0.33609727025032043
11:22:25.201569,201569,136.814453125,4.000117778778076
11:22:25.304567,304567,136.814453125,4.000117778778076
11:22:25.367569,367569,137.97314453125,3.7377142906188965
11:22:25.502605,502605,137.97314453125,3.7377142906188965
11:22:25.573568,573568,136.72239685058594,4.46695613861084
11:22:25.700596,700596,136.72239685058594,4.46695613861084
11:22:25.722616,722616,138.3110809326172,5.6738715171813965
11:22:25.806608,806608,138.3110809326172,5.6738715171813965
11:22:25.841567,841567,136.7421875,4.754222869873047
11:22:25.908592,908592,136.7421875,4.754222869873047
11:22:25.937568,937568,134.05772399902344,9.256771087646484
11:22:25.976569,976569,134.05772399902344,9.256771087646484
11:22:26.043570,043570,136.4375457763672,7.211581707000732
11:22:26.107568,107568,136.4375457763672,7.211581707000732
11:22:26.207567,207567,139.12118530273438,8.656901359558105
11:22:26.261595,261595,139.12118530273438,8.656901359558105
11:22:26.372569,372569,138.91029357910156,0.6390658617019653
11:22:26.477596,477596,138.91029357910156,0.6390658617019653
11:22:26.540568,540568,136.34153747558594,8.562520027160645
11:22:26.752569,752569,136.34153747558594,8.562520027160645
11:22:26.772567,772567,137.85055541992188,4.715681076049805
11:22:26.859568,859568,137.85055541992188,4.715681076049805
