EMG_Pod01,EMG_Pod02,EMG_Pod03,EMG_Pod04,EMG_Pod05,EMG_Pod06,EMG_Pod07,EMG_Pod08,Timestamp
0, 1, -1, 0, 0, -1, -2, -2, 2021-08-17 12:23:38.285503
-1, -1, 0, -1, -2, -2, -4, -2, 2021-08-17 12:23:38.285503
-1, 0, -1, -1, -1, -1, 0, 0, 2021-08-17 12:23:38.291495
0, -1, 0, -2, -1, 0, 0, 1, 2021-08-17 12:23:38.292496
-1, -1, -1, -2, -1, -1, 1, 0, 2021-08-17 12:23:38.292496
-2, -1, 0, -1, -1, -1, 0, -1, 2021-08-17 12:23:38.292496
0, -1, -1, -1, -1, -2, -1, -2, 2021-08-17 12:23:38.293495
-1, -1, 0, 0, -3, 0, -2, -2, 2021-08-17 12:23:38.293495
-2, -1, -1, -1, 0, 0, 0, 0, 2021-08-17 12:23:38.296494
0, 0, 0, -2, 1, 0, 1, 1, 2021-08-17 12:23:38.297495
0, -2, 0, -1, 0, 0, -1, -1, 2021-08-17 12:23:38.303494
-1, 1, -1, -3, 0, 0, 0, 0, 2021-08-17 12:23:38.303494
-1, -1, -1, -1, -1, -2, -1, -2, 2021-08-17 12:23:38.312495
1, 0, 2, -1, -2, 0, 0, 1, 2021-08-17 12:23:38.312495
-1, 0, 0, 0, -1, 0, -2, 0, 2021-08-17 12:23:38.319494
1, 0, 0, 0, -1, 1, 1, -1, 2021-08-17 12:23:38.320495
-2, 0, -1, 0, -2, 0, -1, -1, 2021-08-17 12:23:38.333498
-2, -3, -3, -1, -2, -3, -4, -4, 2021-08-17 12:23:38.333498
0, -2, 0, 0, -1, 0, -1, -1, 2021-08-17 12:23:38.350496
-2, -2, -2, -2, 0, -1, -2, 0, 2021-08-17 12:23:38.350496
0, -1, 0, -1, 0, 1, 0, 0, 2021-08-17 12:23:38.350496
1, 1, -1, -1, -2, 0, 0, 1, 2021-08-17 12:23:38.350496
0, -1, -1, 0, -1, -1, -1, 0, 2021-08-17 12:23:38.395495
-1, -2, 0, -1, -1, 0, -1, -1, 2021-08-17 12:23:38.396495
-2, -3, -1, -2, -1, -2, -1, 0, 2021-08-17 12:23:38.396495
-2, -1, -1, -2, 0, -1, -1, -2, 2021-08-17 12:23:38.396495
0, 0, -1, -2, 0, -1, 0, 1, 2021-08-17 12:23:38.397494
-1, 0, 0, -2, 0, 0, 2, -2, 2021-08-17 12:23:38.397494
0, 0, 2, 0, -1, 1, 0, 0, 2021-08-17 12:23:38.402494
-1, -1, -1, 0, -1, -1, -1, 0, 2021-08-17 12:23:38.402494
-2, -2, 0, -1, -2, 0, -3, -2, 2021-08-17 12:23:38.408493
0, -2, 0, 0, -1, -1, -2, -1, 2021-08-17 12:23:38.408493
-1, 0, -2, 0, -2, -2, -1, -1, 2021-08-17 12:23:38.417495
-1, -2, -1, 0, -1, -1, 1, 1, 2021-08-17 12:23:38.417495
-1, -1, 0, 0, -2, 0, 0, -2, 2021-08-17 12:23:38.430495
-2, -3, -2, -1, 0, -3, -3, -2, 2021-08-17 12:23:38.431495
0, 0, -1, -1, -2, 0, 0, -2, 2021-08-17 12:23:38.439494
0, -3, -2, -1, -4, -3, -3, -1, 2021-08-17 12:23:38.439494
1, 1, -2, -1, -1, -1, 1, 0, 2021-08-17 12:23:38.445494
-1, -2, 0, 0, -1, -1, 0, 0, 2021-08-17 12:23:38.445494
0, -1, -1, 0, -1, -1, 0, 0, 2021-08-17 12:23:38.470494
-2, -2, -1, -2, 0, 0, 0, -1, 2021-08-17 12:23:38.470494
-2, -2, -1, -1, -1, -2, 0, -1, 2021-08-17 12:23:38.470494
-3, -1, -1, -2, 0, -2, 0, -2, 2021-08-17 12:23:38.471493
0, 0, 0, -1, 0, 0, 1, -1, 2021-08-17 12:23:38.483493
0, 0, 1, 1, -1, 1, 1, 1, 2021-08-17 12:23:38.483493
-1, -1, 0, 0, 0, -1, -1, -2, 2021-08-17 12:23:38.490493
-1, -1, -2, 0, -1, 2, -1, 0, 2021-08-17 12:23:38.490493
1, -3, -1, 0, 0, -1, -2, -1, 2021-08-17 12:23:38.506495
2, 0, 0, -2, -1, -2, 0, 2, 2021-08-17 12:23:38.506495
0, 0, -1, -1, 0, -1, 1, 0, 2021-08-17 12:23:38.506495
-1, 1, 0, -2, -2, -2, -1, -1, 2021-08-17 12:23:38.507494
