EMG_Pod01,EMG_Pod02,EMG_Pod03,EMG_Pod04,EMG_Pod05,EMG_Pod06,EMG_Pod07,EMG_Pod08,Timestamp
-1, -3, 0, -1, -3, -2, -2, 0, 2021-08-18 12:53:13.402229
3, 1, 0, 3, 18, 14, 4, 3, 2021-08-18 12:53:13.402229
-6, -2, -4, -4, -4, -4, -11, -6, 2021-08-18 12:53:13.411229
0, 0, -2, -1, -4, 2, 0, -1, 2021-08-18 12:53:13.411229
-4, -2, -5, -4, 0, -9, -7, -4, 2021-08-18 12:53:13.411229
-1, -1, 0, 0, -2, -1, 1, 2, 2021-08-18 12:53:13.411229
1, 1, 1, -1, -4, -2, 4, 4, 2021-08-18 12:53:13.412229
-2, -4, -3, 0, 4, 10, -2, 1, 2021-08-18 12:53:13.412229
1, -1, 1, -1, -3, -2, -1, -4, 2021-08-18 12:53:13.416231
-1, -3, -1, -3, -8, -3, 6, 5, 2021-08-18 12:53:13.416231
-4, -2, 0, 1, 7, -9, -12, -13, 2021-08-18 12:53:13.430229
-1, 1, 1, -3, -9, -8, -2, 4, 2021-08-18 12:53:13.430229
-2, 2, 2, 1, 1, 2, 0, -4, 2021-08-18 12:53:13.439229
-3, -1, -2, 1, 4, -4, -6, -8, 2021-08-18 12:53:13.440229
3, 1, 2, 2, -5, 2, 6, 6, 2021-08-18 12:53:13.444230
2, -1, -1, 0, 1, -1, 5, 5, 2021-08-18 12:53:13.444230
-8, -2, -3, -3, 2, -5, -11, -12, 2021-08-18 12:53:13.459229
1, 2, -1, -1, -4, 0, 2, 2, 2021-08-18 12:53:13.459229
-3, 0, -3, -7, -6, -8, -3, -5, 2021-08-18 12:53:13.475229
3, 0, 2, 3, 6, 8, 10, 5, 2021-08-18 12:53:13.475229
1, 0, 1, 1, 5, 2, -2, 0, 2021-08-18 12:53:13.483228
-2, -1, 1, 1, -4, 1, 3, -4, 2021-08-18 12:53:13.483228
0, -1, -1, 0, -4, -2, -3, 0, 2021-08-18 12:53:13.522229
0, -1, -1, 0, 0, 1, -1, 0, 2021-08-18 12:53:13.523229
-1, -1, -1, -1, -2, -1, 0, 1, 2021-08-18 12:53:13.523229
-2, 0, 0, 0, 1, -1, -2, -3, 2021-08-18 12:53:13.523229
-1, -1, -3, -1, 4, 4, 1, -2, 2021-08-18 12:53:13.524229
-1, 0, 0, 0, -3, -4, 1, 1, 2021-08-18 12:53:13.524229
-1, -1, -2, -1, -1, -2, -1, 1, 2021-08-18 12:53:13.527229
0, -3, 0, -1, 3, 4, 3, 4, 2021-08-18 12:53:13.527229
-1, 0, 4, 0, -5, -14, -8, 1, 2021-08-18 12:53:13.536229
-1, -1, 0, -1, -1, 3, -4, -6, 2021-08-18 12:53:13.536229
-1, 0, 1, 1, 0, 4, 1, -1, 2021-08-18 12:53:13.542229
-2, -1, -2, 0, 3, -6, -6, -3, 2021-08-18 12:53:13.542229
-2, 0, -1, 1, 0, 5, 3, -1, 2021-08-18 12:53:13.551229
-2, -2, -3, -3, 1, 1, 1, 3, 2021-08-18 12:53:13.551229
2, 0, 0, -1, -4, -2, -1, 1, 2021-08-18 12:53:13.564229
3, -1, -1, -4, -6, 1, 8, 9, 2021-08-18 12:53:13.564229
-6, -4, -2, -2, -1, -10, -16, -25, 2021-08-18 12:53:13.573229
-1, -2, -1, 0, -2, 0, -1, 2, 2021-08-18 12:53:13.573229
-3, -1, 0, 0, 1, 6, 0, -2, 2021-08-18 12:53:13.587230
