Timestamp,EMG 1,EMG 2,EMG 3,EMG 4,EMG 5,EMG 6,EMG 7,EMG 8
13:51:44.858080,12,14,36,122,244,59,11,13
13:51:44.858080,12,14,36,122,244,59,11,13
13:51:44.858080,12,14,36,122,244,59,11,13
13:51:44.859082,12,14,36,122,244,59,11,13
13:51:44.859082,12,14,36,122,244,59,11,13
13:51:44.859082,12,14,36,122,244,59,11,13
13:51:44.859082,12,14,36,122,244,59,11,13
13:51:44.859082,12,14,36,122,244,59,11,13
13:51:44.859082,12,14,36,122,244,59,11,13
13:51:44.859082,12,14,36,122,244,59,11,13
13:51:44.859082,12,14,36,122,244,59,11,13
13:51:44.859082,12,14,36,122,244,59,11,13
13:51:44.859082,12,14,36,122,244,59,11,13
13:51:44.859082,12,14,36,122,244,59,11,13
13:51:44.859082,12,14,36,122,244,59,11,13
13:51:44.859082,12,14,36,122,244,59,11,13
13:51:44.859082,12,14,36,122,244,59,11,13
13:51:44.859082,12,14,36,122,244,59,11,13
13:51:44.859082,12,14,36,122,244,59,11,13
13:51:44.859082,12,14,36,122,244,59,11,13
13:51:44.859082,12,14,36,122,244,59,11,13
13:51:44.859082,12,14,36,122,244,59,11,13
13:51:44.859082,12,14,36,122,244,59,11,13
13:51:44.859082,12,14,36,122,244,59,11,13
13:51:44.860081,12,14,36,122,244,59,11,13
13:51:44.860081,12,14,36,122,244,59,11,13
13:51:44.860081,12,14,36,122,244,59,11,13
13:51:44.860081,12,14,36,122,244,59,11,13
13:51:44.860081,12,14,36,122,244,59,11,13
13:51:44.860081,12,14,36,122,244,59,11,13
13:51:44.860081,12,14,36,122,244,59,11,13
13:51:44.860081,12,14,36,122,244,59,11,13
13:51:44.860081,12,14,36,122,244,59,11,13
13:51:44.860081,12,14,36,122,244,59,11,13
13:51:44.860081,12,14,36,122,244,59,11,13
13:51:44.860081,12,14,36,122,244,59,11,13
13:51:44.860081,12,14,36,122,244,59,11,13
13:51:44.860081,12,14,36,122,244,59,11,13
13:51:44.860081,12,14,36,122,244,59,11,13
13:51:44.860081,12,14,36,122,244,59,11,13
13:51:44.860081,12,14,36,122,244,59,11,13
13:51:44.860081,12,14,36,122,244,59,11,13
13:51:44.860081,12,14,36,122,244,59,11,13
13:51:44.860081,12,14,36,122,244,59,11,13
13:51:44.860081,12,14,36,122,244,59,11,13
13:51:44.860081,12,14,36,122,244,59,11,13
13:51:44.861081,12,14,36,122,244,59,11,13
13:51:44.861081,12,14,36,122,244,59,11,13
13:51:44.861081,12,14,36,122,244,59,11,13
13:51:44.861081,12,14,36,122,244,59,11,13
13:51:44.861081,12,14,36,122,244,59,11,13
13:51:44.861081,12,14,36,122,244,59,11,13
13:51:44.861081,12,14,36,122,244,59,11,13
13:51:44.861081,12,14,36,122,244,59,11,13
13:51:44.861081,12,14,36,122,244,59,11,13
13:51:44.861081,12,14,36,122,244,59,11,13
13:51:44.861081,12,14,36,122,244,59,11,13
13:51:44.861081,12,14,36,122,244,59,11,13
13:51:44.861081,12,14,36,122,244,59,11,13
13:51:44.861081,12,14,36,122,244,59,11,13
13:51:44.861081,12,14,36,122,244,59,11,13
13:51:44.861081,12,14,36,122,244,59,11,13
13:51:44.861081,12,14,36,122,244,59,11,13
13:51:44.861081,12,14,36,122,244,59,11,13
13:51:44.861081,12,14,36,122,244,59,11,13
13:51:44.861081,12,14,36,122,244,59,11,13
13:51:44.861081,12,14,36,122,244,59,11,13
13:51:44.861081,12,14,36,122,244,59,11,13
13:51:44.861081,12,14,36,122,244,59,11,13
13:51:44.862081,12,14,36,122,244,59,11,13
13:51:44.862081,12,14,36,122,244,59,11,13
13:51:44.862081,12,14,36,122,244,59,11,13
13:51:44.862081,12,14,36,122,244,59,11,13
13:51:44.862081,12,14,36,122,244,59,11,13
13:51:44.862081,12,14,36,122,244,59,11,13
13:51:44.862081,12,14,36,122,244,59,11,13
13:51:44.862081,12,14,36,122,244,59,11,13
13:51:44.862081,12,14,36,122,244,59,11,13
13:51:44.862081,12,14,36,122,244,59,11,13
13:51:44.862081,12,14,36,122,244,59,11,13
13:51:44.862081,12,14,36,122,244,59,11,13
13:51:44.862081,12,14,36,122,244,59,11,13
13:51:44.862081,12,14,36,122,244,59,11,13
13:51:44.862081,12,14,36,122,244,59,11,13
13:51:44.862081,12,14,36,122,244,59,11,13
13:51:44.862081,12,14,36,122,244,59,11,13
13:51:44.862081,12,14,36,122,244,59,11,13
13:51:44.862081,12,14,36,122,244,59,11,13
13:51:44.862081,12,14,36,122,244,59,11,13
13:51:44.862081,12,14,36,122,244,59,11,13
13:51:44.862081,12,14,36,122,244,59,11,13
13:51:44.863081,12,14,36,122,244,59,11,13
13:51:44.863081,12,14,36,122,244,59,11,13
13:51:44.863081,12,14,36,122,244,59,11,13
13:51:44.863081,12,14,36,122,244,59,11,13
13:51:44.863081,12,14,36,122,244,59,11,13
13:51:44.863081,12,14,36,122,244,59,11,13
13:51:44.863081,12,14,36,122,244,59,11,13
13:51:44.863081,12,14,36,122,244,59,11,13
13:51:44.863081,12,14,36,122,244,59,11,13
13:51:44.863081,12,14,36,122,244,59,11,13
13:51:44.863081,12,14,36,122,244,59,11,13
13:51:44.863081,12,14,36,122,244,59,11,13
13:51:44.863081,12,14,36,122,244,59,11,13
13:51:44.863081,12,14,36,122,244,59,11,13
13:51:44.863081,12,14,36,122,244,59,11,13
13:51:44.863081,12,14,36,122,244,59,11,13
13:51:44.863081,12,14,36,122,244,59,11,13
13:51:44.863081,12,14,36,122,244,59,11,13
13:51:44.863081,12,14,36,122,244,59,11,13
13:51:44.863081,12,14,36,122,244,59,11,13
13:51:44.863081,12,14,36,122,244,59,11,13
13:51:44.863081,12,14,36,122,244,59,11,13
13:51:44.863081,12,14,36,122,244,59,11,13
13:51:44.864081,12,14,36,122,244,59,11,13
13:51:44.864081,12,14,36,122,244,59,11,13
13:51:44.864081,12,14,36,122,244,59,11,13
13:51:44.864081,12,14,36,122,244,59,11,13
13:51:44.864081,12,14,36,122,244,59,11,13
13:51:44.864081,12,14,36,122,244,59,11,13
13:51:44.864081,12,14,36,122,244,59,11,13
13:51:44.864081,12,14,36,122,244,59,11,13
13:51:44.864081,12,14,36,122,244,59,11,13
13:51:44.864081,12,14,36,122,244,59,11,13
13:51:44.864081,12,14,36,122,244,59,11,13
13:51:44.864081,12,14,36,122,244,59,11,13
13:51:44.864081,12,14,36,122,244,59,11,13
13:51:44.864081,12,14,36,122,244,59,11,13
13:51:44.864081,12,14,36,122,244,59,11,13
13:51:44.864081,12,14,36,122,244,59,11,13
13:51:44.864081,12,14,36,122,244,59,11,13
13:51:44.864081,12,14,36,122,244,59,11,13
13:51:44.864081,12,14,36,122,244,59,11,13
13:51:44.864081,12,14,36,122,244,59,11,13
13:51:44.864081,12,14,36,122,244,59,11,13
13:51:44.864081,12,14,36,122,244,59,11,13
13:51:44.864081,12,14,36,122,244,59,11,13
13:51:44.865081,12,14,36,122,244,59,11,13
13:51:44.865081,12,14,36,122,244,59,11,13
13:51:44.865081,12,14,36,122,244,59,11,13
13:51:44.865081,12,14,36,122,244,59,11,13
13:51:44.865081,12,14,36,122,244,59,11,13
13:51:44.865081,12,14,36,122,244,59,11,13
13:51:44.865081,12,14,36,122,244,59,11,13
13:51:44.865081,12,14,36,122,244,59,11,13
13:51:44.865081,12,14,36,122,244,59,11,13
13:51:44.865081,12,14,36,122,244,59,11,13
13:51:44.865081,12,14,36,122,244,59,11,13
13:51:44.865081,12,14,36,122,244,59,11,13
13:51:44.865081,12,14,36,122,244,59,11,13
13:51:44.865081,12,14,36,122,244,59,11,13
13:51:44.865081,12,14,36,122,244,59,11,13
13:51:44.865081,12,14,36,122,244,59,11,13
13:51:44.865081,12,14,36,122,244,59,11,13
13:51:44.865081,12,14,36,122,244,59,11,13
13:51:44.865081,12,14,36,122,244,59,11,13
13:51:44.865081,12,14,36,122,244,59,11,13
13:51:44.865081,12,14,36,122,244,59,11,13
13:51:44.865081,12,14,36,122,244,59,11,13
13:51:44.865081,12,14,36,122,244,59,11,13
13:51:44.865081,12,14,36,122,244,59,11,13
13:51:44.866081,12,14,36,122,244,59,11,13
13:51:44.866081,12,14,36,122,244,59,11,13
13:51:44.866081,12,14,36,122,244,59,11,13
13:51:44.866081,12,14,36,122,244,59,11,13
13:51:44.866081,12,14,36,122,244,59,11,13
13:51:44.866081,12,14,36,122,244,59,11,13
13:51:44.866081,12,14,36,122,244,59,11,13
13:51:44.866081,12,14,36,122,244,59,11,13
13:51:44.866081,12,14,36,122,244,59,11,13
13:51:44.866081,12,14,36,122,244,59,11,13
13:51:44.866081,12,14,36,122,244,59,11,13
13:51:44.866081,12,14,36,122,244,59,11,13
13:51:44.866081,12,14,36,122,244,59,11,13
13:51:44.866081,12,14,36,122,244,59,11,13
13:51:44.866081,12,14,36,122,244,59,11,13
13:51:44.866081,12,14,36,122,244,59,11,13
13:51:44.866081,12,14,36,122,244,59,11,13
13:51:44.866081,12,14,36,122,244,59,11,13
13:51:44.866081,12,14,36,122,244,59,11,13
13:51:44.866081,12,14,36,122,244,59,11,13
13:51:44.866081,12,14,36,122,244,59,11,13
13:51:44.866081,12,14,36,122,244,59,11,13
13:51:44.866081,12,14,36,122,244,59,11,13
13:51:44.867081,12,14,36,122,244,59,11,13
13:51:44.867081,12,14,36,122,244,59,11,13
13:51:44.867081,12,14,36,122,244,59,11,13
13:51:44.867081,12,14,36,122,244,59,11,13
13:51:44.867081,12,14,36,122,244,59,11,13
13:51:44.867081,12,14,36,122,244,59,11,13
13:51:44.867081,12,14,36,122,244,59,11,13
13:51:44.867081,12,14,36,122,244,59,11,13
13:51:44.867081,12,14,36,122,244,59,11,13
13:51:44.867081,12,14,36,122,244,59,11,13
13:51:44.867081,12,14,36,122,244,59,11,13
13:51:44.867081,12,14,36,122,244,59,11,13
13:51:44.867081,12,14,36,122,244,59,11,13
13:51:44.867081,12,14,36,122,244,59,11,13
13:51:44.867081,12,14,36,122,244,59,11,13
13:51:44.867081,12,14,36,122,244,59,11,13
13:51:44.867081,12,14,36,122,244,59,11,13
13:51:44.867081,12,14,36,122,244,59,11,13
13:51:44.867081,12,14,36,122,244,59,11,13
13:51:44.867081,12,14,36,122,244,59,11,13
13:51:44.867081,12,14,36,122,244,59,11,13
