Timestamp,Milliseconds,Angle,,
,,,,240 per second
14:56.2,225363,30.14300101,,
,,,,
14:56.2,229363,29.69929083,,
,,,,
14:56.2,233364,29.45593157,,
,,,,
14:56.2,237363,29.2106772,,
,,,,
14:56.2,242363,28.49623692,,
,,,,
14:56.2,246363,27.75510493,,
,,,,
14:56.2,250363,27.03018522,,
,,,,
14:56.3,254363,26.70420628,,
,,,,
14:56.3,258363,25.95567315,,
,,,,
14:56.3,263363,25.33462527,,
,,,,
14:56.3,267363,23.97529806,,
,,,,
14:56.3,271363,23.62609833,,
,,,,
14:56.3,275363,22.84894592,,
,,,,
14:56.3,279363,22.62844737,,
,,,,
14:56.3,283364,22.70662048,,
,,,,
14:56.3,287365,24.60876678,,
,,,,
14:56.3,292363,30.00506631,,
,,,,
14:56.3,296363,46.34137741,,
,,,,
14:56.3,300363,88.70809967,,
,,,,
14:56.3,304363,120.2112818,,
,,,,
14:56.3,308364,136.4978303,,
,,,,
14:56.3,313363,142.7974611,,
,,,,
14:56.3,317363,146.296035,,
,,,,
14:56.3,321363,146.3842482,,
,,,,
14:56.3,325363,146.7583963,,
,,,,
14:56.3,329363,73.81389101,,
,,,,
14:56.3,333364,68.01910233,,
,,,,
14:56.3,337364,64.91919667,,
,,,,
14:56.3,342363,62.04049051,,
,,,,
14:56.3,346363,59.24941283,,
,,,,
14:56.4,350363,58.17913745,,
,,,,
14:56.4,354363,56.67663115,,
,,,,
14:56.4,358364,54.99070761,,
,,,,
14:56.4,363364,53.30490928,,
,,,,
14:56.4,367363,51.78146902,,
,,,,
14:56.4,371364,50.46480911,,
,,,,
14:56.4,375364,49.44662537,,
,,,,
14:56.4,379363,48.33892075,,
,,,,
14:56.4,383363,47.43968915,,
,,,,
14:56.4,387363,46.60745037,,
,,,,
14:56.4,392366,45.92765468,,
,,,,
14:56.4,396366,45.04117462,,
,,,,
14:56.4,400391,44.37130395,,
,,,,
14:56.4,404364,43.56689596,,
,,,,
14:56.4,408365,43.09087402,,
,,,,
14:56.4,412364,42.75835158,,
,,,,
14:56.4,417364,42.32550384,,
,,,,
14:56.4,421365,42.02319813,,
,,,,
14:56.4,425401,41.72710971,,
,,,,
14:56.4,429366,41.36711319,,
,,,,
14:56.4,433365,41.34658166,,
,,,,
14:56.4,437365,41.0394307,,
,,,,
14:56.4,442374,40.83123443,,
,,,,
14:56.4,446366,40.96678544,,
,,,,
14:56.5,450366,40.5770823,,
,,,,
14:56.5,454416,40.51093381,,
,,,,
14:56.5,458366,40.3080965,,
,,,,
14:56.5,462416,40.27369143,,
,,,,
14:56.5,467369,40.17004959,,
,,,,
14:56.5,471365,39.85574486,,
,,,,
14:56.5,475364,39.58334341,,
,,,,
14:56.5,479364,39.67621822,,
,,,,
14:56.5,483393,39.65638802,,
,,,,
14:56.5,487409,39.73080272,,
,,,,
14:56.5,492386,39.75746223,,
,,,,
14:56.5,496366,39.63279316,,
,,,,
14:56.5,500364,39.62921537,,
,,,,
14:56.5,504401,39.56257069,,
,,,,
14:56.5,508365,39.60688524,,
,,,,
14:56.5,512364,39.77797512,,
,,,,
14:56.5,517386,39.9047742,,
,,,,
14:56.5,521365,39.99573738,,
,,,,
14:56.5,525367,39.63407056,,
,,,,
14:56.5,529366,39.7129052,,
,,,,
14:56.5,533364,39.85399887,,
,,,,
14:56.5,537366,39.69448312,,
,,,,
14:56.5,542364,39.70851716,,
,,,,
14:56.5,546366,39.6444847,,
,,,,
14:56.6,550405,39.65336642,,
,,,,
14:56.6,554391,39.73670667,,
,,,,
14:56.6,558365,39.59085255,,
,,,,
14:56.6,562417,39.63684359,,
,,,,
14:56.6,567384,39.63764295,,
,,,,
14:56.6,571403,39.84019318,,
,,,,
14:56.6,575390,39.8045349,,
,,,,
14:56.6,579405,39.67009413,,
,,,,
14:56.6,583403,39.66317101,,
,,,,
14:56.6,587394,39.74518906,,
,,,,
14:56.6,592373,39.75727254,,
,,,,
14:56.6,596392,39.65359327,,
,,,,
14:56.6,600365,39.42671446,,
,,,,
14:56.6,604363,39.80799064,,
,,,,
14:56.6,608363,39.84614328,,
,,,,
14:56.6,612363,39.82130177,,
,,,,
14:56.6,617363,39.86804772,,
,,,,
14:56.6,621364,39.92836052,,
,,,,
14:56.6,625363,40.03503572,,
,,,,
14:56.6,629363,39.83314978,,
,,,,
14:56.6,633365,40.08444885,,
,,,,
14:56.6,637363,40.04839468,,
,,,,
14:56.6,642363,40.01741369,,
,,,,
14:56.6,646363,40.13397244,,
,,,,
14:56.6,650364,40.32931832,,
,,,,
14:56.7,654365,40.73040289,,
,,,,
14:56.7,658363,40.94271778,,
,,,,
14:56.7,662364,40.82654057,,
,,,,
14:56.7,667363,40.83874168,,
,,,,
14:56.7,671364,40.71743563,,
,,,,
14:56.7,675363,41.02461729,,
,,,,
14:56.7,679363,40.63333841,,
,,,,
14:56.7,683363,40.55751111,,
,,,,
14:56.7,687363,40.6681986,,
,,,,
14:56.7,692363,40.26715278,,
,,,,
14:56.7,696364,40.5738437,,
,,,,
14:56.7,700363,40.38862613,,
,,,,
14:56.7,704363,40.34905958,,
,,,,
14:56.7,708364,40.81025028,,
,,,,
14:56.7,712363,40.71541956,,
,,,,
14:56.7,717363,41.35564003,,
,,,,
14:56.7,721363,41.3916362,,
,,,,
14:56.7,725363,40.96686347,,
,,,,
14:56.7,729364,41.60909188,,
,,,,
14:56.7,733363,41.71638763,,
,,,,
14:56.7,737363,41.78833128,,
,,,,
14:56.7,742363,41.54432797,,
,,,,
14:56.7,746364,42.27918695,,
,,,,
14:56.8,750363,42.57887605,,
,,,,
14:56.8,754363,42.78341329,,
,,,,
14:56.8,758363,42.25715521,,
,,,,
14:56.8,763364,42.24348042,,
,,,,
14:56.8,767363,42.47172246,,
,,,,
14:56.8,771364,42.71276648,,
,,,,
14:56.8,775363,43.13282303,,
,,,,
14:56.8,779363,43.43880049,,
,,,,
14:56.8,783364,43.91903211,,
,,,,
14:56.8,787364,44.38816148,,
,,,,
14:56.8,792363,44.45069099,,
,,,,
14:56.8,796364,44.94867499,,
,,,,
14:56.8,800363,45.04320489,,
,,,,
14:56.8,804363,45.13127289,,
,,,,
14:56.8,808363,44.94100495,,
,,,,
14:56.8,812363,46.07106076,,
,,,,
14:56.8,817364,46.10408357,,
,,,,
14:56.8,821363,46.46473574,,
,,,,
14:56.8,825364,46.94891429,,
,,,,
14:56.8,829363,46.94712173,,
,,,,
14:56.8,833363,46.34661363,,
,,,,
14:56.8,837364,46.17886258,,
,,,,
14:56.8,842363,45.89486925,,
,,,,
14:56.8,846364,46.09451595,,
,,,,
14:56.9,850363,46.0663137,,
,,,,
14:56.9,854363,45.98791343,,
,,,,
14:56.9,858365,46.03252501,,
,,,,
14:56.9,862363,45.86282064,,
,,,,
14:56.9,867363,45.17480554,,
,,,,
14:56.9,871364,44.70790577,,
,,,,
14:56.9,875363,43.86465877,,
,,,,
14:56.9,879363,43.95661305,,
,,,,
14:56.9,883363,44.18533445,,
,,,,
14:56.9,887363,43.78309626,,
,,,,
14:56.9,892363,43.9554196,,
,,,,
14:56.9,896364,44.29748499,,
,,,,
14:56.9,900363,44.64580194,,
,,,,
14:56.9,904364,44.73348655,,
,,,,
14:56.9,908364,44.65640427,,
,,,,
14:56.9,912363,44.49633877,,
,,,,
14:56.9,917363,44.29706183,,
,,,,
14:56.9,921363,43.32170522,,
,,,,
14:56.9,925363,42.98451407,,
,,,,
14:56.9,929363,43.04342952,,
,,,,
14:56.9,933363,43.06309885,,
,,,,
14:56.9,937363,42.58778621,,
,,,,
14:56.9,942363,42.81715217,,
,,,,
14:56.9,946364,42.98250757,,
,,,,
14:56.9,950363,43.11585152,,
,,,,
14:57.0,954363,42.64105078,,
,,,,
14:57.0,958364,42.84018335,,
,,,,
14:57.0,962364,42.94066431,,
,,,,
14:57.0,967364,43.16773474,,
,,,,
14:57.0,971364,43.19921889,,
,,,,
14:57.0,975363,43.57922359,,
,,,,
14:57.0,979363,43.60743167,,
,,,,
14:57.0,983363,43.59524578,,
,,,,
14:57.0,987363,43.6347248,,
,,,,
14:57.0,992363,43.16189153,,
,,,,
14:57.0,996363,43.01086827,,
,,,,
14:57.0,363,43.09088804,,
,,,,
14:57.0,4363,43.41527405,,
,,,,
14:57.0,8364,43.64449438,,
,,,,
14:57.0,13363,43.82460738,,
,,,,
14:57.0,17363,43.45184008,,
,,,,
14:57.0,21364,43.85788631,,
,,,,
14:57.0,25363,44.14587757,,
,,,,
14:57.0,29363,44.29863143,,
,,,,
14:57.0,33364,44.7954829,,
,,,,
14:57.0,37364,44.2952495,,
,,,,
14:57.0,42363,44.62437398,,
,,,,
14:57.0,46363,45.13413371,,
,,,,
14:57.1,50363,45.07740338,,
,,,,
14:57.1,54363,44.66533669,,
,,,,
14:57.1,58364,44.47594193,,
,,,,
14:57.1,62363,44.33362909,,
,,,,
14:57.1,67363,44.55680279,,
,,,,
14:57.1,71363,44.89529147,,
,,,,
14:57.1,75364,45.30327175,,
,,,,
14:57.1,79363,45.37012517,,
,,,,
14:57.1,83364,45.06060028,,
,,,,
14:57.1,87364,44.7532233,,
,,,,
14:57.1,92363,44.64694363,,
,,,,
14:57.1,96364,44.3108581,,
,,,,
14:57.1,100363,44.02002444,,
,,,,
14:57.1,104363,43.69738497,,
,,,,
14:57.1,108364,43.48245242,,
,,,,
14:57.1,113363,43.53248628,,
,,,,
14:57.1,117363,43.83039774,,
,,,,
14:57.1,121364,44.08143824,,
,,,,
14:57.1,125363,43.93113615,,
,,,,
14:57.1,129364,43.61662958,,
,,,,
14:57.1,133364,42.74526034,,
,,,,
14:57.1,138363,41.87255328,,
,,,,
14:57.1,142363,42.42296441,,
,,,,
14:57.1,146363,42.61540394,,
,,,,
14:57.2,150363,41.96317623,,
,,,,
14:57.2,154363,41.49318537,,
,,,,
14:57.2,158364,41.40572607,,
,,,,
14:57.2,162364,41.3428959,,
,,,,
14:57.2,167363,40.90966404,,
,,,,
14:57.2,171363,40.81702687,,
,,,,
14:57.2,175363,40.66615412,,
,,,,
14:57.2,179363,40.54909186,,
,,,,
14:57.2,183364,40.2903554,,
,,,,
14:57.2,187363,40.30273317,,
,,,,
14:57.2,192363,40.32634764,,
,,,,
14:57.2,196363,40.32593945,,
,,,,
14:57.2,200363,40.53765636,,
,,,,
14:57.2,204363,40.34315021,,
,,,,
14:57.2,208364,40.21620922,,
,,,,
14:57.2,212363,40.10600039,,
,,,,
14:57.2,217363,39.99353459,,
,,,,
14:57.2,221363,40.17538873,,
,,,,
14:57.2,225363,40.36246955,,
,,,,
14:57.2,229363,40.34880283,,
,,,,
14:57.2,233364,40.30547342,,
,,,,
14:57.2,237364,40.16015893,,
,,,,
14:57.2,242363,40.03054249,,
,,,,
14:57.2,246364,40.13804233,,
,,,,
14:57.2,250363,40.04684318,,
,,,,
14:57.3,254364,39.917826,,
,,,,
14:57.3,258364,40.03685293,,
,,,,
14:57.3,263364,39.96242981,,
,,,,
14:57.3,267363,40.36574365,,
,,,,
14:57.3,271364,40.39271714,,
,,,,
14:57.3,275364,40.33654477,,
,,,,
14:57.3,279363,40.3346641,,
,,,,
14:57.3,283363,40.25371482,,
,,,,
14:57.3,287364,40.27591668,,
,,,,
14:57.3,292364,40.00389481,,
,,,,
14:57.3,296363,39.65477892,,
,,,,
14:57.3,300363,39.26435924,,
,,,,
14:57.3,304364,39.32804346,,
,,,,
14:57.3,308365,39.67217766,,
,,,,
14:57.3,312363,39.6357228,,
,,,,
14:57.3,317363,39.46038466,,
,,,,
14:57.3,321363,39.55196842,,
,,,,
14:57.3,325363,39.39962491,,
,,,,
14:57.3,329363,39.06587028,,
,,,,
14:57.3,333363,39.19504597,,
,,,,
14:57.3,337363,39.22339909,,
,,,,
14:57.3,342363,39.34572812,,
,,,,
14:57.3,346364,39.44569508,,
,,,,
14:57.3,350363,39.51926673,,
,,,,
14:57.4,354363,39.59031924,,
,,,,
14:57.4,358363,39.98479139,,
,,,,
14:57.4,362363,40.08443925,,
,,,,
14:57.4,367363,40.07274147,,
,,,,
14:57.4,371363,40.13875782,,
,,,,
14:57.4,375363,39.91472453,,
,,,,
14:57.4,379364,39.78748912,,
,,,,
14:57.4,383364,40.12887978,,
,,,,
14:57.4,387364,40.21350016,,
,,,,
14:57.4,392363,40.2396281,,
,,,,
14:57.4,396364,40.21337853,,
,,,,
14:57.4,400363,40.09876142,,
,,,,
14:57.4,404364,40.15314305,,
,,,,
14:57.4,408364,40.35591688,,
,,,,
14:57.4,412364,40.49609195,,
,,,,
14:57.4,417363,40.53072739,,
,,,,
14:57.4,421364,40.75090359,,
,,,,
14:57.4,425363,40.56066466,,
,,,,
14:57.4,429363,40.6551696,,
,,,,
14:57.4,433364,40.78209393,,
,,,,
14:57.4,437363,40.93360392,,
,,,,
14:57.4,442363,40.98032463,,
,,,,
14:57.4,446364,41.055605,,
,,,,
14:57.5,450363,41.0620191,,
,,,,
14:57.5,454363,41.1843643,,
,,,,
14:57.5,458364,41.32556807,,
,,,,
14:57.5,463364,41.60629799,,
,,,,
14:57.5,467363,41.90802756,,
,,,,
14:57.5,471363,41.71205236,,
,,,,
14:57.5,475363,41.85377288,,
,,,,
14:57.5,479364,42.1090603,,
,,,,
14:57.5,483363,42.35282407,,
,,,,
14:57.5,487363,42.22273864,,
,,,,
14:57.5,492363,42.35327903,,
,,,,
14:57.5,496364,42.34485337,,
,,,,
14:57.5,500363,42.85517998,,
,,,,
14:57.5,504363,43.19164432,,
,,,,
14:57.5,508364,43.52248262,,
,,,,
14:57.5,512363,44.24527304,,
,,,,
14:57.5,517363,44.0209557,,
,,,,
14:57.5,521364,44.26619636,,
,,,,
14:57.5,525363,44.9247458,,
,,,,
14:57.5,529364,45.15640044,,
,,,,
14:57.5,533364,45.13735381,,
,,,,
14:57.5,537364,45.28064749,,
,,,,
14:57.5,542363,45.06603116,,
,,,,
14:57.5,546364,45.69647772,,
,,,,
14:57.5,550363,46.01140416,,
,,,,
14:57.6,554363,46.86258404,,
,,,,
14:57.6,558364,47.73226744,,
,,,,
14:57.6,562364,48.59303038,,
,,,,
14:57.6,567363,49.20028298,,
,,,,
14:57.6,571363,49.08156604,,
,,,,
14:57.6,575363,49.87713807,,
,,,,
14:57.6,579363,49.98757668,,
,,,,
14:57.6,583363,50.3786206,,
,,,,
14:57.6,587389,51.83978648,,
,,,,
14:57.6,592365,52.20407254,,
,,,,
14:57.6,596365,52.54115073,,
,,,,
14:57.6,600365,54.02553566,,
,,,,
14:57.6,604401,54.49394984,,
,,,,
14:57.6,608389,54.63408575,,
,,,,
14:57.6,612405,55.78346568,,
,,,,
14:57.6,617365,56.22863791,,
,,,,
14:57.6,621365,57.8868355,,
,,,,
14:57.6,625365,58.13548481,,
,,,,
14:57.6,629365,58.42080666,,
,,,,
14:57.6,633368,59.07188149,,
,,,,
14:57.6,637365,58.88724104,,
,,,,
14:57.6,642365,58.43502306,,
,,,,
14:57.6,646365,59.08157186,,
,,,,
14:57.7,650400,60.22126174,,
,,,,
14:57.7,654400,61.50066558,,
,,,,
14:57.7,658365,62.70880595,,
,,,,
14:57.7,662367,63.05479053,,
,,,,
14:57.7,666365,62.73625104,,
,,,,
14:57.7,671407,63.03145782,,
,,,,
14:57.7,675405,63.15279103,,
,,,,
14:57.7,679401,63.88663547,,
,,,,
14:57.7,683402,64.99690895,,
,,,,
14:57.7,687391,65.08386902,,
,,,,
14:57.7,692368,65.24283899,,
,,,,
14:57.7,696365,65.82247812,,
,,,,
14:57.7,700364,66.54053066,,
,,,,
14:57.7,704401,67.70818779,,
,,,,
14:57.7,708365,67.743919,,
,,,,
14:57.7,712418,67.49488632,,
,,,,
14:57.7,717364,67.51505081,,
,,,,
14:57.7,721400,67.78869833,,
,,,,
14:57.7,725366,68.1327727,,
,,,,
14:57.7,729364,68.60248999,,
,,,,
14:57.7,733365,69.14785405,,
,,,,
14:57.7,737404,69.44013951,,
,,,,
14:57.7,742365,70.2872594,,
,,,,
14:57.7,746366,71.20160555,,
,,,,
14:57.8,750396,70.19956799,,
,,,,
14:57.8,754400,70.17536368,,
,,,,
14:57.8,758366,70.14599908,,
,,,,
14:57.8,762365,70.4262215,,
,,,,
14:57.8,767367,70.75818126,,
,,,,
14:57.8,771400,71.34607573,,
,,,,
14:57.8,775365,71.9845722,,
,,,,
14:57.8,779390,72.18356799,,
,,,,
14:57.8,783389,71.98166625,,
,,,,
14:57.8,787366,72.4119249,,
,,,,
14:57.8,792366,72.65135698,,
,,,,
14:57.8,796365,73.33962174,,
,,,,
14:57.8,800366,73.36799218,,
,,,,
14:57.8,804400,73.64090163,,
,,,,
14:57.8,808364,75.00019924,,
,,,,
14:57.8,812428,76.41328254,,
,,,,
14:57.8,817365,78.35964989,,
,,,,
14:57.8,821365,79.12285544,,
,,,,
14:57.8,825391,78.76878266,,
,,,,
14:57.8,829390,78.79816745,,
,,,,
14:57.8,833394,79.63511254,,
,,,,
14:57.8,837365,80.75211375,,
,,,,
14:57.8,842367,81.43387001,,
,,,,
14:57.8,846407,82.36366104,,
,,,,
14:57.9,850368,82.94669714,,
,,,,
14:57.9,854366,82.81365624,,
,,,,
14:57.9,858364,83.45745779,,
,,,,
14:57.9,862401,84.37857193,,
,,,,
14:57.9,867367,85.90585185,,
,,,,
14:57.9,871366,86.06676493,,
,,,,
14:57.9,875408,86.40249833,,
,,,,
14:57.9,879406,87.12194441,,
,,,,
14:57.9,883392,88.27158693,,
,,,,
14:57.9,887412,88.35260652,,
,,,,
14:57.9,892366,88.80517698,,
,,,,
14:57.9,896365,88.4911899,,
,,,,
14:57.9,900364,88.90756846,,
,,,,
14:57.9,904401,88.86876049,,
,,,,
14:57.9,908366,89.12448104,,
,,,,
14:57.9,912417,89.73786329,,
,,,,
14:57.9,917364,90.07665978,,
,,,,
14:57.9,921400,89.97191136,,
,,,,
14:57.9,925424,90.50197632,,
,,,,
14:57.9,929420,90.41505918,,
,,,,
14:57.9,933366,90.42276612,,
,,,,
14:57.9,937365,90.19179253,,
,,,,
14:57.9,942367,90.45780833,,
,,,,
14:57.9,946366,90.4553117,,
,,,,
14:58.0,950365,90.80711037,,
,,,,
14:58.0,954366,91.12347459,,
,,,,
14:58.0,958365,91.39025697,,
,,,,
14:58.0,962400,91.981044,,
,,,,
14:58.0,967367,93.18869359,,
,,,,
14:58.0,971401,94.56034093,,
,,,,
14:58.0,975366,94.44857428,,
,,,,
14:58.0,979387,94.02148901,,
,,,,
14:58.0,983391,94.03280554,,
,,,,
14:58.0,987365,93.91504799,,
,,,,
14:58.0,992367,94.06232418,,
,,,,
14:58.0,996366,93.89915944,,
,,,,
14:58.0,364,93.93719824,,
,,,,
14:58.0,4402,93.94687689,,
,,,,
14:58.0,8366,94.45212532,,
,,,,
14:58.0,12365,94.72467189,,
,,,,
14:58.0,17367,94.68167943,,
,,,,
14:58.0,21401,94.58113738,,
,,,,
14:58.0,25419,94.54246823,,
,,,,
14:58.0,29366,94.62652602,,
,,,,
14:58.0,33365,94.5414102,,
,,,,
14:58.0,37364,94.43312976,,
,,,,
14:58.0,42368,94.44445476,,
,,,,
14:58.0,46365,94.32488591,,
,,,,
14:58.0,50366,94.13662936,,
,,,,
14:58.1,54401,94.06533643,,
,,,,
14:58.1,58365,93.92664566,,
,,,,
14:58.1,62401,93.94233466,,
,,,,
14:58.1,67365,93.68610118,,
,,,,
14:58.1,71405,93.8387861,,
,,,,
14:58.1,75399,93.66510561,,
,,,,
14:58.1,79400,93.74088763,,
,,,,
14:58.1,83400,93.53592694,,
,,,,
14:58.1,87379,92.88400143,,
,,,,
14:58.1,92365,92.70714996,,
,,,,
14:58.1,96365,91.85316093,,
,,,,
14:58.1,100406,91.30074775,,
,,,,
14:58.1,104417,90.91171264,,
,,,,
14:58.1,108365,91.13919359,,
,,,,
14:58.1,112417,91.46875018,,
,,,,
14:58.1,117365,91.27030035,,
,,,,
14:58.1,121366,91.15765593,,
,,,,
14:58.1,125365,91.35963482,,
,,,,
14:58.1,129366,91.12386916,,
,,,,
14:58.1,133365,91.18751572,,
,,,,
14:58.1,137419,91.00683169,,
,,,,
14:58.1,142367,91.27768464,,
,,,,
14:58.1,146365,91.33189281,,
,,,,
14:58.2,150416,92.06117223,,
,,,,
14:58.2,154391,92.34647657,,
,,,,
14:58.2,158365,92.32062797,,
,,,,
14:58.2,162366,93.62941054,,
,,,,
14:58.2,167368,94.32572499,,
,,,,
14:58.2,171393,94.76796834,,
,,,,
14:58.2,175406,96.5162428,,
,,,,
14:58.2,179417,95.99248428,,
,,,,
14:58.2,183410,94.8401786,,
,,,,
14:58.2,187417,95.01486412,,
,,,,
14:58.2,192365,96.06662305,,
,,,,
14:58.2,196366,97.6773039,,
,,,,
14:58.2,200400,97.48335052,,
,,,,
14:58.2,204400,97.86508743,,
,,,,
14:58.2,208365,98.05701665,,
,,,,
14:58.2,212409,98.13341269,,
,,,,
14:58.2,217366,99.08849202,,
,,,,
14:58.2,221365,100.8792823,,
,,,,
14:58.2,225365,100.9140004,,
,,,,
14:58.2,229365,100.703675,,
,,,,
14:58.2,233399,100.8259658,,
,,,,
14:58.2,237437,101.0142528,,
,,,,
14:58.2,242367,101.4947337,,
,,,,
14:58.2,246363,101.3898119,,
,,,,
14:58.3,250363,101.1476413,,
,,,,
14:58.3,254363,101.3221868,,
,,,,
14:58.3,258365,101.0491186,,
,,,,
14:58.3,262363,101.3773816,,
,,,,
14:58.3,267363,101.3595583,,
,,,,
14:58.3,271363,102.0555717,,
,,,,
14:58.3,275364,102.9146497,,
,,,,
14:58.3,279364,103.228864,,
,,,,
14:58.3,283363,102.8590092,,
,,,,
14:58.3,287363,103.3133581,,
,,,,
14:58.3,292363,103.3664209,,
,,,,
14:58.3,296365,103.2610024,,
,,,,
14:58.3,300364,103.5069321,,
,,,,
14:58.3,304364,104.6061957,,
,,,,
14:58.3,308363,104.1473496,,
,,,,
14:58.3,313364,104.0430725,,
,,,,
14:58.3,317363,103.8918033,,
,,,,
14:58.3,321364,104.977767,,
,,,,
14:58.3,325363,105.2215579,,
,,,,
14:58.3,329364,105.4120619,,
,,,,
14:58.3,333363,105.102759,,
,,,,
14:58.3,337363,106.0366896,,
,,,,
14:58.3,342363,105.5995831,,
,,,,
14:58.3,346364,105.8544742,,
,,,,
14:58.4,350363,105.3515119,,
,,,,
14:58.4,354363,105.8826404,,
,,,,
14:58.4,358365,106.3807914,,
,,,,
14:58.4,363363,106.6555602,,
,,,,
14:58.4,367363,106.5327116,,
,,,,
14:58.4,371364,107.3646852,,
,,,,
14:58.4,375363,107.2398505,,
,,,,
14:58.4,379363,107.0156523,,
,,,,
14:58.4,383364,107.1385922,,
,,,,
14:58.4,387363,106.6894712,,
,,,,
14:58.4,392363,106.1516664,,
,,,,
14:58.4,396363,106.2564054,,
,,,,
14:58.4,400363,107.3745725,,
,,,,
14:58.4,404363,107.5245632,,
,,,,
14:58.4,408364,106.89807,,
,,,,
14:58.4,412363,107.395335,,
,,,,
14:58.4,417363,107.7565567,,
,,,,
14:58.4,421363,107.7244423,,
,,,,
14:58.4,425363,107.7731533,,
,,,,
14:58.4,429363,107.8336356,,
,,,,
14:58.4,433364,107.6125166,,
,,,,
14:58.4,437363,108.3021341,,
,,,,
14:58.4,442363,108.8350625,,
,,,,
14:58.4,446364,108.2884725,,
,,,,
14:58.5,450364,108.6430426,,
,,,,
14:58.5,454364,108.9433726,,
,,,,
14:58.5,458364,108.1786801,,
,,,,
14:58.5,462363,108.4522396,,
,,,,
14:58.5,467363,108.4797867,,
,,,,
14:58.5,471364,108.483437,,
,,,,
14:58.5,475363,108.060449,,
,,,,
14:58.5,479363,108.9208245,,
,,,,
14:58.5,483364,109.4030801,,
,,,,
14:58.5,487363,109.0786786,,
,,,,
14:58.5,492363,108.447155,,
,,,,
14:58.5,496363,108.3041888,,
,,,,
14:58.5,500363,108.0233731,,
,,,,
14:58.5,504363,108.5541419,,
,,,,
14:58.5,508365,108.0874632,,
,,,,
14:58.5,512364,108.1048545,,
,,,,
14:58.5,517363,108.3680692,,
,,,,
14:58.5,521364,108.8216821,,
,,,,
14:58.5,525363,108.0324534,,
,,,,
14:58.5,529364,108.003797,,
,,,,
14:58.5,533363,108.2591504,,
,,,,
14:58.5,537363,108.0313082,,
,,,,
14:58.5,542363,108.170539,,
,,,,
14:58.5,546363,107.986066,,
,,,,
14:58.6,550363,107.3792848,,
,,,,
14:58.6,554363,107.6598022,,
,,,,
14:58.6,558363,106.9520182,,
,,,,
14:58.6,562363,107.4126189,,
,,,,
14:58.6,567363,107.8726794,,
,,,,
14:58.6,571363,108.003305,,
,,,,
14:58.6,575363,107.7993044,,
,,,,
14:58.6,579363,107.4973175,,
,,,,
14:58.6,583364,106.8231991,,
,,,,
14:58.6,587363,107.2742347,,
,,,,
14:58.6,592363,107.4970049,,
,,,,
14:58.6,596363,107.6684306,,
,,,,
14:58.6,600366,107.1804516,,
,,,,
14:58.6,604404,107.6138064,,
,,,,
14:58.6,608390,107.1865744,,
,,,,
14:58.6,612394,106.959392,,
,,,,
14:58.6,617364,106.5824245,,
,,,,
14:58.6,621365,106.8837895,,
,,,,
14:58.6,625405,106.6205193,,
,,,,
14:58.6,629404,107.4029445,,
,,,,
14:58.6,633365,107.2432008,,
,,,,
14:58.6,637365,107.0742011,,
,,,,
14:58.6,642365,107.1010815,,
,,,,
14:58.6,646365,107.567684,,
,,,,
14:58.6,650365,107.586672,,
,,,,
14:58.7,654368,107.5438875,,
,,,,
14:58.7,658367,107.1301898,,
,,,,
14:58.7,662366,107.0000527,,
,,,,
14:58.7,667366,106.904193,,
,,,,
14:58.7,671366,106.2405456,,
,,,,
14:58.7,675366,106.2105936,,
,,,,
14:58.7,679366,105.9128674,,
,,,,
14:58.7,683366,106.1514544,,
,,,,
14:58.7,687366,106.8015302,,
,,,,
14:58.7,692366,106.0899879,,
,,,,
14:58.7,696367,106.2248805,,
,,,,
14:58.7,700367,106.3580093,,
,,,,
14:58.7,704366,105.8719047,,
,,,,
14:58.7,708367,106.6514257,,
,,,,
14:58.7,712366,106.2974807,,
,,,,
14:58.7,716367,106.4524386,,
,,,,
14:58.7,721367,106.6475366,,
,,,,
14:58.7,725367,106.0819205,,
,,,,
14:58.7,729367,105.8519435,,
,,,,
14:58.7,733367,105.2520224,,
,,,,
14:58.7,737367,105.6415664,,
,,,,
14:58.7,742367,104.530883,,
,,,,
14:58.7,746366,105.036384,,
,,,,
14:58.7,750366,104.8278589,,
,,,,
14:58.8,754366,104.6582595,,
,,,,
14:58.8,758366,104.2651446,,
,,,,
14:58.8,762366,103.6542236,,
,,,,
14:58.8,767366,104.0430034,,
,,,,
14:58.8,771367,103.6208708,,
,,,,
14:58.8,775366,104.2948012,,
,,,,
14:58.8,779366,104.5000752,,
,,,,
14:58.8,783367,104.0640884,,
,,,,
14:58.8,787366,104.0556579,,
,,,,
14:58.8,792366,103.5164285,,
,,,,
14:58.8,796366,102.9003973,,
,,,,
14:58.8,800366,102.8308279,,
,,,,
14:58.8,804367,102.9907158,,
,,,,
14:58.8,808367,103.5820444,,
,,,,
14:58.8,813366,104.0889412,,
,,,,
14:58.8,817366,104.1654866,,
,,,,
14:58.8,821366,104.1157732,,
,,,,
14:58.8,825367,103.5842103,,
,,,,
14:58.8,829367,103.2523113,,
,,,,
14:58.8,833366,102.862754,,
,,,,
14:58.8,837366,102.4817092,,
,,,,
14:58.8,842366,102.9882187,,
,,,,
14:58.8,846367,102.1112249,,
,,,,
14:58.9,850366,102.145611,,
,,,,
14:58.9,854366,102.8190821,,
,,,,
14:58.9,858366,103.1162313,,
,,,,
14:58.9,863366,103.1486055,,
,,,,
14:58.9,867366,102.8446332,,
,,,,
14:58.9,871366,102.908795,,
,,,,
