Timestamp,Milliseconds,Angle,Angular Velocity,Sensor 1,Sensor 2,Sensor 3
17:31:02.542214,542214,118.79184131259865,219.0866361115697,[10.23042488  7.72089577 -6.35224438],[11.42813969  8.89658546 -4.78547716],[14.3491497  10.20505333 -5.65872288]
17:31:02.546212,546212,118.82367817367503,7.963196867530141,[10.23146629  7.71190262 -6.36036873],[11.43044281  8.88692474 -4.7903471 ],[14.3523035  10.19967556 -5.66120148]
17:31:02.550213,550213,118.89690050017452,18.301006373279183,[10.23472309  7.70401669 -6.36397076],[11.43291855  8.87704945 -4.79640818],[14.35692596 10.19049931 -5.66439724]
17:31:02.554270,554270,118.92697401769452,7.412747724918574,[10.2361021   7.69656229 -6.36851597],[11.434515    8.86875629 -4.8013525 ],[14.35794258 10.18650627 -5.66952658]
17:31:02.558216,558216,119.009713075578,20.9678301782784,[10.23785782  7.68877268 -6.3742733 ],[11.43704033  8.85903645 -4.80775452],[14.36007404 10.17991352 -5.67295265]
17:31:02.562247,562247,118.96498269254124,11.096597131422591,[10.2407589   7.67987061 -6.38052082],[11.44009686  8.84912491 -4.81245565],[14.36255741 10.17093468 -5.67901897]
17:31:02.567252,567252,118.9631437225283,0.3674265760120723,[10.24328804  7.67057419 -6.3878684 ],[11.44213676  8.83983803 -4.81838608],[14.36594582 10.16119003 -5.68300152]
17:31:02.571213,571213,118.97581917488561,3.2000637105059435,[10.24550915  7.66454315 -6.39151764],[11.4431982   8.83319283 -4.8221488 ],[14.36896801 10.15319252 -5.68432665]
17:31:02.574786,574786,118.96101641899816,4.142948751038015,[10.24734306  7.65664864 -6.39908552],[11.44583035  8.8246603  -4.82683992],[14.36937141 10.14729309 -5.68839502]
17:31:02.579843,579843,118.9833141436059,4.409279139359137,[10.2495842   7.64887238 -6.40606546],[11.44859982  8.81517124 -4.83334017],[14.37006283 10.13937187 -5.69348383]
17:31:02.583840,583840,119.02027105988164,9.246163691704151,[10.25218391  7.64122963 -6.41297054],[11.4509325   8.80653667 -4.83885717],[14.37182617 10.1338377  -5.69579172]
17:31:02.587836,587836,118.8761291396312,36.07155161422259,[10.25548172  7.63463306 -6.41806936],[11.4523325   8.80006504 -4.84404564],[14.37155914 10.12449074 -5.70668793]
17:31:02.591805,591805,118.92237157311928,11.650902869255507,[10.25802422  7.62610531 -6.42644072],[11.45312977  8.79367638 -4.85199451],[14.37395191 10.11559486 -5.70914316]
17:31:02.595805,595805,118.91698889582129,1.3456693244968676,[10.26170254  7.61814594 -6.43336773],[11.45560932  8.78511429 -4.85974455],[14.37418461 10.1070385  -5.71632767]
17:31:02.599806,599806,118.85323682787241,15.934033478851035,[10.26466846  7.61212206 -6.43913555],[11.45855618  8.776968   -4.86330128],[14.3754425  10.09886742 -5.72073412]
17:31:02.604841,604841,118.86131119747031,1.6036483809149231,[10.26718903  7.60488462 -6.44721699],[11.46162701  8.76796341 -4.87040854],[14.37700844 10.08911896 -5.72598028]
17:31:02.608805,608805,118.75577232333124,26.62433757292419,[10.27055359  7.59738922 -6.45466614],[11.46157074  8.76347923 -4.87682199],[14.37732601 10.08192825 -5.73388052]
17:31:02.612862,612862,118.83106311171545,18.558242145479035,[10.27246475  7.59113312 -6.4627676 ],[11.46270275  8.75596619 -4.88662338],[14.38040924 10.07119274 -5.73851919]
17:31:02.616863,616863,118.72484730304419,26.547315338981672,[10.2759304   7.58267784 -6.47118855],[11.46349621  8.74991894 -4.89322376],[14.37881565 10.0649786  -5.74715185]
17:31:02.620806,620806,118.62619328243639,25.02004073238553,[10.27774906  7.57615519 -6.47958851],[11.4651432   8.7427969  -4.89975786],[14.38123131 10.05329132 -5.75583792]
17:31:02.624847,624847,118.68293382970735,14.041214370443537,[10.28086662  7.56891346 -6.48732662],[11.46756172  8.73432732 -4.90908098],[14.38302898 10.04532146 -5.76228189]
17:31:02.629838,629838,118.64062434580845,8.477155659968831,[10.28281784  7.56289911 -6.49642277],[11.46890163  8.72786808 -4.91553164],[14.38425922 10.03966236 -5.76810122]
17:31:02.633805,633805,118.50541132577447,34.08445173530954,[10.28467369  7.55605745 -6.50542927],[11.46941662  8.72155857 -4.92307329],[14.38659763 10.02740192 -5.77906704]
17:31:02.637851,637851,118.61409807358355,26.862765153008855,[10.28672695  7.54892588 -6.51491404],[11.47185421  8.71291828 -4.93220568],[14.38792992 10.02283669 -5.78254414]
17:31:02.641863,641863,118.5300896441888,20.93928948024495,[10.28921795  7.54198122 -6.52309847],[11.47166634  8.70729256 -4.94091368],[14.39041138 10.01292324 -5.79300594]
17:31:02.645807,645807,118.47698620269047,13.464361434669545,[10.29253101  7.5333209  -6.53326559],[11.47271156  8.70207024 -4.94714689],[14.39150429 10.00901413 -5.79735184]
17:31:02.649807,649807,118.52665104097782,12.416209571838976,[10.29308605  7.5291028  -6.54251719],[11.4745369   8.6939764  -4.95604706],[14.39329529 10.0025816  -5.80382061]
17:31:02.654850,654850,118.49452202267977,6.371012948255103,[10.29668617  7.52026272 -6.552176  ],[11.4764328   8.68531895 -4.96547365],[14.39385319  9.99567986 -5.81367207]
17:31:02.658840,658840,118.54337826190033,12.24467148384841,[10.29963589  7.51354551 -6.56003952],[11.47780514  8.67864895 -4.97456121],[14.39681816  9.98844528 -5.81917667]
17:31:02.662867,662867,118.51024653614971,8.227396511204718,[10.30132294  7.50788784 -6.56976557],[11.47844124  8.67214012 -4.98304033],[14.39733887  9.98178101 -5.82693481]
17:31:02.666840,666840,118.40937504717473,25.38924967907727,[10.30460835  7.50089073 -6.57852268],[11.48016644  8.6657629  -4.9905448 ],[14.39947891  9.97284508 -5.83687973]
17:31:02.670805,670805,118.44252245722413,8.360002534525831,[10.3049078   7.4956975  -6.58857536],[11.48097038  8.65886688 -4.99919701],[14.39896679  9.96998882 -5.84355164]
17:31:02.674840,674840,118.40291209542985,9.816694372806502,[10.30676556  7.48906326 -6.59895039],[11.48050022  8.65319443 -5.008214  ],[14.40036106  9.96171761 -5.85045719]
17:31:02.679839,679839,118.38481532267087,3.620078567509552,[10.30806637  7.48275089 -6.60988235],[11.48177052  8.6455698  -5.0164547 ],[14.40186214  9.95510483 -5.85707235]
17:31:02.683840,683840,118.279884118995,26.226244357879263,[10.31047821  7.47559166 -6.61906672],[11.48148346  8.63865852 -5.02502584],[14.40305328  9.94628334 -5.86798525]
17:31:02.687842,687842,118.29263031276525,3.184955964581428,[10.31272507  7.46955156 -6.62742949],[11.480093    8.63231277 -5.03182316],[14.40246868  9.94529438 -5.87034893]
17:31:02.691867,691867,118.25531396573125,9.271142120250294,[10.31268311  7.46437788 -6.6369133 ],[11.47835445  8.62460709 -5.03997326],[14.40383911  9.93799782 -5.8773284 ]
17:31:02.695805,695805,118.09477643711028,40.76625917241331,[10.31159401  7.45802641 -6.64948797],[11.47759342  8.61498642 -5.04456234],[14.40410709  9.92985535 -5.88386536]
17:31:02.699806,699806,117.99864080174792,24.027901865123365,[10.31013966  7.45108128 -6.66204214],[11.47477818  8.60628796 -5.05093145],[14.40158367  9.92758942 -5.89036322]
