EMG_Pod01,EMG_Pod02,EMG_Pod03,EMG_Pod04,EMG_Pod05,EMG_Pod06,EMG_Pod07,EMG_Pod08,Timestamp
-1, 0, -2, -1, 0, -1, 0, 0, 2021-08-18 17:26:07.701022
-2, -2, -4, -3, -2, -1, -2, -2, 2021-08-18 17:26:07.701022
-1, -1, -1, -1, -1, -1, 1, 0, 2021-08-18 17:26:07.702020
1, 0, 3, -1, -2, -1, -1, -1, 2021-08-18 17:26:07.702020
-1, -2, 2, -2, -1, 0, -2, 0, 2021-08-18 17:26:07.702020
2, -4, -22, -3, 0, -2, -1, -1, 2021-08-18 17:26:07.703019
-2, 0, 0, -2, 0, 1, 2, 2, 2021-08-18 17:26:07.703019
-2, -5, -4, -3, 0, -1, -1, -4, 2021-08-18 17:26:07.703019
-1, 4, 4, 3, 0, -1, 1, 0, 2021-08-18 17:26:07.709016
-8, -8, 5, -1, -3, -2, -2, -7, 2021-08-18 17:26:07.709016
7, 7, 1, 1, 0, -1, 0, 0, 2021-08-18 17:26:07.731019
-8, -11, -4, -2, -1, -2, -1, -2, 2021-08-18 17:26:07.731019
3, 3, -1, 0, 0, 0, -1, 1, 2021-08-18 17:26:07.733016
0, 1, 2, 0, -2, -1, 1, 1, 2021-08-18 17:26:07.734019
1, -2, -2, 0, -1, -1, -4, 1, 2021-08-18 17:26:07.736052
-1, 2, 4, -1, -2, -1, -2, -2, 2021-08-18 17:26:07.737019
0, 0, -3, -1, 1, -3, 0, 0, 2021-08-18 17:26:07.762052
0, 3, 3, 0, 0, 1, 0, -1, 2021-08-18 17:26:07.762052
-3, -1, 3, -1, -1, -1, -1, -3, 2021-08-18 17:26:07.767018
2, 4, -7, -1, 2, 0, 1, 3, 2021-08-18 17:26:07.767018
4, -1, -3, -2, 0, 0, -1, 0, 2021-08-18 17:26:07.768019
-1, 2, 4, 0, 0, 0, 0, 0, 2021-08-18 17:26:07.768019
-4, -2, -2, 1, 0, -1, 0, -2, 2021-08-18 17:26:07.791018
14, 3, 4, -1, -1, -1, -1, 1, 2021-08-18 17:26:07.792020
-7, 2, 6, 3, 1, 1, 2, 3, 2021-08-18 17:26:07.792245
6, 7, 2, 1, 2, 0, 0, -1, 2021-08-18 17:26:07.792245
-6, -12, -6, -4, 0, -1, 0, 0, 2021-08-18 17:26:07.829018
-4, 1, 7, 1, -1, -1, -4, -7, 2021-08-18 17:26:07.829018
2, -2, 0, -2, -1, 0, 0, 1, 2021-08-18 17:26:07.836022
1, 1, -1, -1, 0, 0, -2, -3, 2021-08-18 17:26:07.836022
0, 3, 1, 0, 0, -1, -1, -1, 2021-08-18 17:26:07.837019
